GenA	GenB	MI
TATDN1	MRPL13	0.242161
LPXN	FLI1	0.242142
SLC52A2	BOP1	0.242141
SACM1L	DCP1A	0.24213
DCUN1D2	NAXD	0.242127
XRN2	POLR3F	0.242119
ACAP1	GIMAP6	0.242108
DPH1	ANKFY1	0.242103
MOSPD1	SLC9A6	0.242101
AP2S1	RPL18	0.2421
NME6	RBM15B	0.242088
GORASP1	RNF123	0.242084
TUBGCP3	UPF3A	0.24208
MEF2C	MYCT1	0.242076
DCUN1D1	ZNF639	0.242074
ATG5	GTF3C6	0.242066
DVL2	SMG6	0.242065
EMD	VMA21	0.242064
SMC3	BUB3	0.242053
CDC20	CDCA8	0.242049
CRBN	RPL15	0.242045
NDUFA8	SSNA1	0.242037
TBCCD1	FYTTD1	0.242018
NELFCD	GID8	0.24199
EFR3A	FAM91A1	0.241989
ETFB	BCAS4	0.241988
CCDC174	METTL6	0.241982
FAM3A	MECP2	0.241978
BRPF1	DCP1A	0.241977
RPL32	LSM3	0.241975
BRD9	MTRR	0.241972
KLHL18	PDE12	0.241967
DNAJC10	GORASP2	0.24196
IFT52	DDX27	0.241953
CTBP1	GAK	0.241942
ACTR8	RNF123	0.24193
ARRB1	TMEM219	0.241927
SCRIB	HSF1	0.24191
TRIM21	TRIM5	0.241904
ATXN7	PBRM1	0.241897
SCAP	GLB1	0.241895
ELAC2	CTDNEP1	0.241872
RRP9	TMEM115	0.241871
RO60	RBBP5	0.241854
PDS5A	HAUS3	0.241849
ITGAX	MNDA	0.241849
APPL1	PDCD6IP	0.241845
DHX30	RPL29	0.241838
POLRMT	TMEM259	0.241831
TBP	LATS1	0.241823
NDC1	MRPL37	0.241805
ANKRD44	SEPTIN1	0.241787
SENP5	ABCF3	0.241781
BYSL	MRPL14	0.24178
EMC8	ZC3H18	0.24177
PRKAR2A	USP19	0.241761
BCL7C	C10orf95-AS1	0.241755
LPXN	HAVCR2	0.241754
WAS	RASGRP2	0.241733
EIF4BP6	EIF4BP7	0.241729
BTN2A1	BTN2A3P	0.241728
COPS3	PSMB6	0.241723
MIPEP	MICU2	0.24172
DHX36	ATR	0.241709
VHL	ZNF445	0.241706
ICE1	CCDC127	0.241695
TFE3	USP27X	0.241693
SNW1	GLRX5	0.24169
MRPL18	KATNA1	0.241679
RTF2	STAU1	0.241665
SMUG1	MZT2A	0.24166
WAS	FMNL1	0.241654
TELO2	WDR90	0.24165
DCAF1	SACM1L	0.241637
NELFCD	ACTR5	0.241634
PSMA1	MZT2B	0.241629
GID8	TAF4	0.241629
ABCF3	ALG3	0.241628
UBE2K	NELFA	0.241616
ITGAX	CCR1	0.241615
STT3B	SETD2	0.241612
SLC25A38	CCDC174	0.241596
KCNAB2	ARHGAP25	0.241577
LYRM2	LYRM4	0.241576
HASPIN	AURKB	0.241575
PRKAR2A	GNL3	0.241566
WDR82	FGD5-AS1	0.241559
RBM41	NUP62CL	0.241558
COPZ1	COX14	0.241558
ZNF419	TRAPPC2B	0.241548
PROSER1	ELF1	0.241533
NOVA2	GJA4	0.241533
SPCS1	DCAF1	0.241532
FXR2	COPS3	0.241528
NUP88	MIS12	0.241515
PIK3R5	GIMAP8	0.241509
NCBP3	TSR1	0.241506
MLH1	SETD2	0.241502
ELOC	TMEM70	0.241491
PAFAH1B1	INPP5K	0.24149
ABI3	MARCHF1	0.241468
BIN2	SNX20	0.241466
ITGAX	FERMT3	0.241446
MKRN2	ACTR8	0.241425
CYTH4	DOK3	0.241415
RTN4IP1	RPS21	0.241385
ELMO1	SNX20	0.241381
UBL4A	GDI1	0.241379
MTRR	MED10	0.241379
MNDA	HNRNPA1P21	0.241374
TNPO3	ATP6V1F	0.241373
TTI1	MOCS3	0.241372
ZNF304	ZNF776	0.241367
LY86	ZEB2	0.241355
TMEM161A	ARMC6	0.241352
FARS2	SDHAF2	0.241344
ZNF146	ZNF420	0.241331
ESD	SUGT1	0.241321
PSMA7	STAU1	0.241308
STAG2	UPF3B	0.241298
PRELID3B	STAU1	0.241291
ZBTB24	CDC40	0.241284
RNF4	UBE2K	0.241274
ARHGEF6	SYNE1	0.24127
AIF1	LILRB3	0.241267
TMEM258	ARRB1	0.241255
ATG16L1	COPS7B	0.241254
ADISSP	PSMF1	0.241244
TMEM14B	FARS2	0.241243
TSEN2	ARIH2	0.241232
DCUN1D1	VPS8	0.241231
HTATSF1	VBP1	0.241229
NCKAP1L	IKZF3	0.241225
CLEC2D	GAB3	0.241187
BRD9	MED10	0.241173
GRPEL1	PDS5A	0.24117
GOLGA2P10	UBE2Q2P2	0.241164
SPCS1	TMEM115	0.241146
TMEM203	NELFB	0.241143
CDC37L1	AK3	0.241142
TUSC2	DHX30	0.24114
CTNNBL1	SDHAF2	0.241138
XRCC5	DNPEP	0.241128
DDX31	WDR5	0.241118
EHMT1	WDR5	0.241115
GORASP1	PBRM1	0.241108
PCDH17	COL4A1	0.241104
NCBP3	KIAA0753	0.241095
LYPLA2	GPATCH3	0.241095
PSMB6	CTDNEP1	0.241092
CDC25A	SMARCC1	0.241078
SGTA	CLPP	0.241069
ASH2L	BAG4	0.241068
NUFIP1	GTF2F2	0.241067
USP34	BIRC6	0.241064
CYTH4	LAPTM5	0.241044
IRF8	FPR3	0.241042
PIK3CG	MNDA	0.241025
MTMR14	METTL6	0.24102
CUL3	CTDSP1	0.241001
CHEK1	HINFP	0.240997
UQCC5	MCRIP2	0.240988
RASGRP2	PIK3R5	0.240983
PDCD10	OPA1	0.240977
FXR1	RFC4	0.240974
ACTR8	WDR48	0.240954
CORO1A	FMNL1	0.240947
CTNNBL1	TBC1D7	0.24093
LRRC25	GIMAP1	0.240915
FARS2	RPLP2	0.240912
POLRMT	C19orf25	0.240902
POLD3	C2CD3	0.240899
MEF2C	CNRIP1	0.240851
RASAL3	GIMAP8	0.24085
DDX18	NIFK	0.240845
MMGT1	SLC9A6	0.240825
PLEKHJ1	SGTA	0.240813
AKNA	PIK3R5	0.240808
ABI3	PIK3R5	0.240803
RAD18	WDR48	0.240799
ARCN1	DLAT	0.240786
RAMP3	GPR4	0.240779
APBB1IP	CD33	0.240769
LYRM2	RNGTT	0.240766
ARL6	CEP97	0.240757
TEK	ZEB2	0.24074
SGTA	MLLT1	0.240721
GPALPP1	NAA16	0.240715
KEAP1	CDC37	0.240705
RPA1	GEMIN4	0.240696
RIC8A	TSSC4	0.240695
TESPA1	IKZF3	0.240687
COPZ1	LCMT1	0.240686
DLL4	ADGRL4	0.24068
NCKAP1L	PREX1	0.240671
HEATR1	AHCTF1	0.240665
PPP1R7	COPS9	0.24066
ITGAX	LILRB3	0.24065
LSG1	OPA1	0.240649
TMEM33	MED28	0.240639
UFL1	CASP8AP2	0.240637
ZNF586	ZNF776	0.240628
SMG6	SMYD4	0.240596
VBP1	BRCC3	0.240587
SASH3	AIF1	0.240571
ASH1L	RPRD2	0.240565
CD4	SELPLG	0.24056
APBA3	CSNK1G2	0.24056
EIF4G1	ABCF3	0.240554
RPL15P3	RPL10AP6	0.240552
MED13	DCAF7	0.24055
GPS1	OGFOD3	0.240548
TASP1	CSNK2A1	0.240547
EIF2B5	RFC4	0.240547
CTBP1	MRFAP1L1	0.240542
ENG	DIPK2B	0.240541
PANK2	TBC1D20	0.240538
THOC7	ATXN7	0.240536
HNRNPD	HNRNPDL	0.240533
REXO1	DUS3L	0.240526
LYRM2	ALG1L1P	0.240523
POLRMT	SGTA	0.240507
DOK2	APOBR	0.240503
SGO1	TRAIP	0.240502
ELOB	COPZ1	0.240492
PIK3C2A	TMEM41B	0.240486
PIK3R5	CSF1R	0.240484
HAUS2	LRRC57	0.240483
NCKAP1L	TMEM273	0.240479
TIMM8B	PTS	0.240475
CLEC2D	CD37	0.240459
MKRN2	CHCHD4	0.240444
RNGTT	MMS22L	0.240439
SNW1	EIF2S1	0.240436
C19orf25	MICOS13	0.240432
SLC10A3	GDI1	0.240428
IFFO1	PARVG	0.240426
SLC25A26	LYRM4	0.240421
NCKAP1L	PLEKHO2	0.240419
NCBP3	SMYD4	0.240418
FLT4	PCDH17	0.240409
TMEM14B	NOL7	0.240401
FLT1	ADGRL4	0.240393
LSM14B	YTHDF1	0.240383
ISG20L2	GPATCH4	0.240383
PREX1	IKZF1	0.240363
TIMM10B	SPTY2D1	0.240361
VHL	SLC25A38	0.240356
AGAP2	SEPTIN1	0.240355
ELP6	METTL6	0.240354
IFFO1	LCP2	0.240343
ATPSCKMT	CCDC127	0.240341
RABEP1	PSMB6	0.240334
MKRN2	METTL6	0.240326
UBP1	RPL15	0.24032
DHX30	PBRM1	0.24029
RPA3	TMEM258	0.240279
EPM2AIP1	ZNF445	0.240267
MTG2	TAF4	0.240259
POLA2	TBC1D7	0.240241
KHSRP	CACTIN	0.240232
BRD9	NIPBL	0.240231
MED10	ATPSCKMT	0.240227
CCDC57	ALG1L1P	0.24021
WWC1	KIFC3	0.240199
FBXL3	RAP2A	0.240183
COX4I1	HSBP1	0.240177
CAPN7	GOLGA4	0.240157
HSD17B10	TIMM17B	0.240143
GINM1	PCMT1	0.240141
PSMD10	FAM199X	0.240138
NOP14	HAUS3	0.240138
EIF2B5	VPS8	0.240137
RAB33A	NLRC3	0.240131
GSK3B	NEPRO	0.240128
GLOD4	SMYD4	0.240128
TOPBP1	PIK3R4	0.240122
TARS1	RICTOR	0.240117
ACTR8	TMF1	0.240109
PUS3	STT3A	0.240107
RARS2	PDSS2	0.240104
ANKRD27	LSM14A	0.240096
COX7A2L	BABAM2	0.240087
ZNF461	ZNF345	0.240082
POLR3A	PDCD11	0.240079
KBTBD7	KBTBD6	0.240075
ATP5PF	ATP5PO	0.240069
ACTR8	PPP4R2	0.240053
TUSC2	PDE12	0.24003
SF3A2	THOP1	0.24003
BUD31	PSMC2	0.240025
CTNNBL1	CCDC57	0.240017
ABCF3	POLR2H	0.240017
POLD1	LIG1	0.240016
IDH3G	VMA21	0.240005
ELF1	VPS36	0.240001
KPNA3	SPRYD7	0.239995
MCM2	PIK3R4	0.239983
GORASP1	ZNF619	0.239981
WWP1	PEX2	0.23997
FIG4	QRSL1	0.239967
ZNF419	ZNF530	0.239953
LPXN	SNX20	0.239948
MECP2	LAGE3	0.239942
ZNF623	ZFTRAF1	0.239928
UBE4A	HYOU1	0.239925
HERC6	HERC5	0.239919
SKP1	UQCRQ	0.239918
NELFA	HTT	0.23991
TMF1	ATXN7	0.2399
MAML1	NSD1	0.239898
ARHGEF6	GIMAP8	0.239878
LARP4B	GTPBP4	0.239872
KCNAB2	SASH3	0.239871
BRF2	LSM1	0.239858
MLH1	CCDC71	0.239838
TYROBP	STAC3	0.239829
NEK4	DCP1A	0.239829
CHMP2A	UBE2M	0.239829
SPI1	HCK	0.239826
LY96	AIF1	0.239818
DVL2	TOP3A	0.239815
ANKRD44	RASAL3	0.239804
KIAA1143	LZTFL1	0.239803
PSMC4	PSMD8	0.239799
ERGIC2	GOLT1B	0.239795
RTF2	SERINC3	0.23978
C1QBP	EIF5A	0.239778
RAD54L2	PDE12	0.239776
EMC8	TRAPPC2L	0.239766
FLT4	TM4SF18	0.239761
ABCE1	USP38	0.239759
CYTH4	GIMAP8	0.239756
ZC3H15	NUP35	0.239752
XAB2	HDGFL2	0.239749
ZNF639	FYTTD1	0.239744
REXO1	RPS15	0.23974
ASTE1	DBR1	0.239738
HAVCR2	ADAP2	0.239734
CCDC174	QRICH1	0.23973
KLHL18	SETD2	0.239724
MACROD1	TMEM219	0.239712
FASTKD3	TMEM267	0.239706
APBB1IP	MARCHF1	0.239695
SSNA1	NELFB	0.239693
ZNF28	ZNF845	0.239689
RFT1	CCDC71	0.239684
ZFR	GOLPH3	0.239673
RPLP2	CHID1	0.239669
SLC30A9	DHX15	0.239665
DVL2	SLC25A11	0.239664
DNAJA3	TMEM186	0.23965
ACTR8	EAF1	0.239641
PIAS4	STK11	0.239637
XRCC5	ARPC2	0.239634
RBSN	EAF1	0.239629
MRPS10	RPL7L1	0.239629
RTN4IP1	ALG1L1P	0.239619
WDR48	RAB5A	0.239616
USP4	TUSC2	0.239614
TIMM17B	NDUFB11	0.239613
WRAP53	PFAS	0.239606
IDH3G	NSDHL	0.239606
UBE2T	NUF2	0.239601
GINS1	PCNA	0.239601
ABI3	ITGA4	0.239601
GYPC	PARVG	0.239579
BAZ1B	BCL7B	0.239568
LARS2	WDR82	0.239565
ARHGAP25	SPN	0.239563
RTF2	ERGIC3	0.239558
LRRK1	ALDH1A3-AS1	0.239546
GGT5	ANGPTL2	0.239546
MARK3	KLC1	0.239539
MS4A6A	HNRNPA1P21	0.239536
APEH	CNOT10	0.239534
TARS1	MTRR	0.239531
RASGRP2	ZNF671	0.23952
SEC22C	ARIH2	0.239519
CMPK2	MX1	0.239505
RRP9	UBP1	0.239503
SPCS1	RFT1	0.2395
UBP1	STT3B	0.239499
DNAJA3	TRAP1	0.239477
RARS2	RPF2	0.239473
UVSSA	CTBP1-AS	0.239459
PREX1	LCK	0.239457
PDHB	PDE12	0.23944
ZPR1	BUD13	0.239436
GTF3C2	CPSF3	0.239436
GTF3C6	RPF2	0.239433
GPKOW	PQBP1	0.239429
PIK3CG	LPXN	0.239425
NDUFB7	SMIM7	0.239418
FARS2	TMEM219	0.239411
SSNA1	ANAPC2	0.239405
HMGB2	MAD2L1	0.239394
TMEM184C	TRAPPC11	0.239371
CASP10	CASP8	0.239351
BRPF1	CNOT10	0.239343
BTK	ADAP2	0.23934
ANKRD44	CD226	0.239332
PMS2P1	BUD31	0.239317
DHX30	SETD5	0.239317
CLPTM1L	SDHA	0.239315
GLOD4	PRPF8	0.239312
MAPK14	PPIL1	0.239292
MARCHF6	EXOC3	0.239291
POLRMT	LSM7	0.239287
PTPN23	RBSN	0.239283
LPXN	CD226	0.239283
MTG2	ADRM1	0.239279
FASTK	ABCB8	0.239275
UQCRQ	SRA1	0.239273
RTF2	MTG2	0.239267
ATG5	RPF2	0.239264
LSM7	THOP1	0.239259
RPAIN	RPA1	0.239254
RHBDD1	GIGYF2	0.23924
MMS19	POLL	0.239237
ABI3	LRRC25	0.239236
SLC25A11	WRAP53	0.239226
SNRNP70	PTOV1	0.239224
LCP2	TBXAS1	0.239209
HAX1	YY1AP1	0.239209
WAS	ZEB2	0.239201
MS4A6A	GPR34	0.23919
KEAP1	DNMT1	0.239188
NOP14	DHX15	0.239185
SMG6	SMCR8	0.239181
SYNCRIP	MMS22L	0.239178
DISP1	LYRM4	0.239149
FAM76B	ANKRD49	0.239148
PSMD6	CNOT10	0.239147
CNTROB	AURKB	0.239143
ATP5MC2	ARRB1	0.239114
TOP3A	NEURL4	0.239108
IFFO1	IL16	0.239099
C5orf22	TARS1	0.239093
AKT2	C19orf47	0.239091
SMARCA5	TMA16	0.239076
ZBTB32	MYO1G	0.239074
MCCC1	EIF2B5	0.23907
DNAJB14	LIN54	0.239069
OTUD4	PPID	0.239064
ARFGAP2	ATG13	0.239061
UQCC5	MRPL33	0.239057
RFC1	LIAS	0.239056
SMARCAD1	DNAJB14	0.239053
CD4	DOK2	0.239046
SERINC3	YWHAB	0.23904
IARS2	RAB3GAP2	0.23904
HSF4	NOL3	0.23904
TYROBP	TASL	0.239039
ELF2	ING2	0.239037
BCL7C	TRIM52-AS1	0.239029
PSEN1	ISCA2	0.239027
CD37	ABI3	0.239027
KIAA1143	RPL15	0.239023
GPKOW	VCF2	0.23902
TUBBP1	TUBB	0.239018
CAPN7	NGLY1	0.23901
MMAB	SLC25A26	0.239008
TMEM115	RAD54L2	0.239005
EFTUD2	PHB1	0.238989
TDP1	CPSF2	0.238974
RFC1	DHX15	0.238973
CCDC90B	TMEM126A	0.238963
LSG1	PDCD10	0.238957
RAB33A	IKZF3	0.238956
UQCC4	RNPS1	0.238955
DERL2	CRK	0.238946
TMED7	TMEM167A	0.23894
MEF2C	PLVAP	0.23894
SKP2	ZNF131	0.238939
AAR2	YTHDF1	0.238939
ZNF563	ZNF799	0.238933
TBCCD1	MFN1	0.238923
TNFRSF1B	PIK3R5	0.238896
CD86	CD226	0.238885
STK25	ILKAP	0.238878
ST8SIA4	GIMAP6	0.238848
EXOSC9	MFSD8	0.238848
MRPL4	FARSA	0.238847
SKIC2	DHX16	0.238843
PRKAR2A	SLMAP	0.238837
NUP155	MRPL36	0.238833
MRPL27	ANAPC11	0.23883
CDC23	HARS2	0.238829
ALKBH5	DRG2	0.238829
ELOB	ALG1L1P	0.238828
RPS21	ATOX1	0.238814
ELAC2	NUP88	0.238812
TNFRSF1B	PIK3CG	0.238811
KMT2A	HINFP	0.238808
LCP2	TLR4	0.238805
HPS4	SRRD	0.238789
MOB2	TSSC4	0.238785
XPC	RNF123	0.238784
SENP5	PIK3CA	0.238782
HSPA12B	OLFML2B	0.238782
ATP5MC2	RPS21	0.238779
CDC25A	RAD54L2	0.238772
IL18RAP	LCK	0.238753
RTN4IP1	CORO7	0.238751
DOCK2	MNDA	0.23875
SETD5	USP19	0.238748
SHQ1	THOC7	0.238745
NDUFA8	MAPKAP1	0.238744
MAK16	PPP2R2A	0.238743
ATP5PB	CAPZA1	0.238739
WAS	RNASE6	0.238716
LPXN	GNG2	0.238716
FANCM	WDHD1	0.238714
RFC1	SLBP	0.238703
SEPTIN2	DTYMK	0.238701
TMEM203	TMEM250	0.238699
ZNF444	ZNF579	0.238691
SNRPB	PTPRA	0.238686
LPXN	PTPN7	0.238682
KHSRP	SF3A2	0.23868
VWF	PLVAP	0.238669
OSBPL11	TOPBP1	0.238663
ZKSCAN4	ZKSCAN8	0.238662
QRSL1	RPF2	0.238659
TSNAX	TOMM20	0.238652
GPS1	RFNG	0.238652
UBP1	IP6K1	0.238645
WDR1	MAEA	0.238644
PDAP1	GNB2	0.238639
PCM1	XPO7	0.238633
PDCD6IP	PDE12	0.238618
DPM1	CSTF1	0.238615
SMARCC1	IFRD2	0.238614
TBC1D23	TFG	0.238607
CPSF2	NDUFB1	0.238598
NHP2	HNRNPAB	0.238596
IDH3B	PANK2	0.238587
USP4	TRAIP	0.238579
IFFO1	MS4A7	0.238579
PRUNE1	SNAPIN	0.238576
FLT1	PCDH17	0.238567
XIAP	RBMX2	0.238561
EIF3J	RSL24D1	0.238559
SS18L2	LSM3	0.238554
WDR48	EIF1B	0.238552
DHX30	CCDC71	0.238552
RPA3	FARS2	0.238551
PBRM1	CCDC66	0.238545
GOLPH3	ICE1	0.238544
LAPTM5	ZEB2	0.238539
TRAF3IP3	RASGRP2	0.238529
PREX1	IL16	0.238529
TSG101	MOB2	0.238524
DHX30	THUMPD3	0.238521
EIF2AK2	IFI44	0.238513
CASZ1	RPS21	0.238511
PSMA7	MRGBP	0.238499
NDUFA9	LCMT1	0.238478
DBNDD1	GAS8	0.23847
ACOT8	RALGAPB	0.238463
KLC1-AS1	NFATC2IP-AS1	0.238461
ZCCHC10	SLC25A46	0.238456
LSM2	ABCF1	0.238446
RPS16	MRPS12	0.238445
MEF2C	ADGRL4	0.23844
EI24	SRPRA	0.238433
PIK3R5	GPSM3	0.23841
DDX60	HERC6	0.238404
SLMAP	DCP1A	0.238401
RAD18	CCDC174	0.238397
NKAPD1	VPS11	0.238396
ITGA4	IKZF1	0.238371
ETFB	ALG1L1P	0.23837
ESF1	CSNK2A1	0.238351
PAF1	RPS16	0.23834
SPCS1	DALRD3	0.238336
LRRC25	LILRB3	0.238328
SCRIB	ZNF696	0.238316
TMUB1	ZNF282	0.23831
SPAG5	TOP2A	0.238309
SPCS1	ARF4	0.238305
BIN2	IKZF1	0.238302
FBXL3	TGDS	0.238299
FLT4	GPR4	0.238294
NIPSNAP2	CCT6A	0.23828
FAM76B	MTMR2	0.23828
MMAB	MZT2A	0.23826
MTM1	IKBKG	0.238259
VAC14	CHMP1A	0.238254
CD33	PARVG	0.238224
ABCB1	SELPLG	0.238218
DHX15	SLBP	0.238207
TEK	FAM110D	0.238206
FAM78A	GIMAP8	0.238198
VWF	RAMP3	0.238189
ANGPTL2	ZEB1	0.238187
NISCH	ZNF445	0.238183
VPS35	DNAJA2	0.23818
UTP14A	MCTS1	0.238176
WDR6	RBM15B	0.238163
USP19	QARS1	0.238162
EXOSC2	WDR5	0.23816
URM1	NELFB	0.238144
MED9	TOP3A	0.238143
GAK	NELFA	0.238133
CD37	ITGA4	0.23813
MAEA	GAK	0.238126
SIL1	ZFAS1	0.238124
RPS13	PSMD13	0.238115
NUP153	ABT1	0.238107
RFC1	PDS5A	0.238105
TNPO2	ZNF317	0.238084
PHF23	TIMM22	0.238084
GPR4	NOTCH4	0.238065
CSE1L	UBE2C	0.238065
UBA3	GNL3	0.238057
TRPM2	UBA52	0.238052
DOCK8	GNG2	0.238048
CORO1A	AGAP2	0.238046
ABHD13	LIG4	0.238046
ITGAX	FPR3	0.238036
TMEM258	LYRM4	0.238026
BTBD2	UBXN6	0.238012
ABI3	CD300A	0.238011
ING2	TMA16	0.237992
MAEA	LETM1	0.237986
TADA2B	HAUS3	0.237972
MTMR9	CNOT7	0.237958
TOMM70	CIP2A	0.237957
SNRPN	RTN4IP1	0.237953
QTRT2	CIP2A	0.237947
C1orf162	TMEM273	0.237904
AIMP1	TMA16	0.237901
RASSF4	AIF1	0.23789
ERICH1	BIN3	0.237888
MEF2C	GJA4	0.237869
NCL	GIGYF2	0.237863
USP4	ARIH2	0.237862
MNDA	GIMAP1	0.237859
GIMAP6	ARHGAP30	0.237853
TUSC2	NEK4	0.23785
PSMD14	OLA1	0.237849
PIK3CG	TASL	0.237846
SPI1	ADAP2	0.237838
LETM1	TADA2B	0.237832
ZFR	CPLANE1	0.237826
ANGPTL2	GASK1B	0.237824
TRAF3IP3	BTK	0.237822
COPS6	GNB2	0.237817
EIF3A	DDX21	0.237816
LDB2	GJA4	0.237809
ENG	PECAM1	0.237808
UCHL5	AHCTF1	0.237806
LCP2	ELMO1	0.237797
BRPF1	RAD54L2	0.237794
RPS16	SAMD4B	0.23778
DDX60	IFI44	0.237767
QTRT2	USF3	0.237765
GIMAP6	SFMBT2	0.237765
MRPL24	FLAD1	0.237751
CD86	CD80	0.237735
ASPM	NEK2	0.237735
KCNAB2	ACAP1	0.237705
SENP5	SDHAP1	0.237701
RNF4	TMEM33	0.237691
PUS3	PAFAH1B2	0.237691
PPCDC	CORO7	0.237687
PRKAR2A	APPL1	0.237683
XAB2	SGTA	0.237673
MKRN2	TMEM43	0.237666
FERMT3	SLC39A13-AS1	0.237644
CYTH4	JAK3	0.237643
WDR48	ZNF621	0.23764
RAB33A	TRPV2	0.237611
MPHOSPH8	N4BP2L2	0.237608
RBM22	IK	0.237579
MRPL44	COPS8	0.237559
PTPN7	SFMBT2	0.237552
CYTH4	ARHGEF6	0.237552
PREX1	IKZF3	0.237544
RFT1	RBM15B	0.237541
ELP6	QRICH1	0.237541
RPUSD4	RNF26	0.237539
NUBP2	TELO2	0.237531
GAB3	GPSM3	0.237531
RNF123	SMARCC1	0.23753
ADGRF5	EGFLAM	0.237524
SCYL1	YIF1A	0.237514
REXO2	ZW10	0.237499
ACVRL1	GPR4	0.237477
PLXNC1	CSF1R	0.23747
DHX30	CLASP2	0.237464
UBA2	SDHAF1	0.237458
FBXL3	ABHD13	0.23745
CD86	ADAP2	0.237442
RBM5	PLXNB1	0.237438
ZNF330	NAA15	0.237436
CNOT9	COPS8	0.23743
ZNF8-DT	ZNF8	0.237425
DHX33	DPH1	0.237424
TAF2	ATP6V1C1	0.237422
CLPP	CHAF1A	0.237412
TBCB	RBM42	0.237399
NOP56	MCM8	0.237399
DERL2	NUP88	0.237397
RPAIN	NEURL4	0.237387
MARCHF1	LRRC25	0.237371
MYO1G	NLRC3	0.237366
NUP88	TIMM22	0.23736
MTRR	NIPBL	0.237351
FBXO8	TRAPPC11	0.237351
PIK3CG	DOK3	0.237345
NUFIP1	COG6	0.237338
TAGAP	ARHGAP30	0.2373
CASP8AP2	LATS1	0.237298
LAMP2	RNF113A	0.237293
PLK4	HMGB2	0.23729
ZBTB11	TRMT10C	0.23728
DNAJC13	ATR	0.237277
NDUFA9	C7orf50	0.237271
IL18RAP	CD226	0.23727
FLT4	ARHGEF15	0.23727
RPUSD3	JAGN1	0.237268
RPLP0P6	RPL7AP6	0.237257
SCAMP3	ASH1L	0.237253
ATPSCKMT	MRPL36	0.237244
ARHGAP9	SFMBT2	0.237243
RAB33A	GYPC	0.237238
RUSC1	UBQLN4	0.237217
LCP2	MS4A7	0.237217
OAS2	USP18	0.237214
RHOA	MLH1	0.237208
MED10	ZNF131	0.237208
LAT2	CD300A	0.2372
TASL	TESPA1	0.237152
SLC30A9	SMIM20	0.237151
ITGAE	ARHGAP9	0.237143
AP2S1	PPP2R1A	0.237119
MS4A6A	ADAP2	0.237109
OXSM	CCDC174	0.237104
RPAIN	PRPF8	0.237101
LCP2	SLC8A1	0.237089
TIE1	JAM2	0.237076
RAD54L2	DCP1A	0.237076
ELOB	MRPL23	0.237056
RPRD1B	NFS1	0.237055
ITCH	MAPRE1	0.237052
BOD1L1	TADA2B	0.237048
VAMP7	FUNDC2	0.237047
PUF60	ZFTRAF1	0.237046
ZC3H3	MAF1	0.237036
TIMM8B	FAM118B	0.237035
CD180	C3AR1	0.23702
C3AR1	SIRPB2	0.237008
PSMD10	CUL4B	0.236999
TUSC2	DCP1A	0.236998
EAF1	SLMAP	0.236992
FCER1G	OSCAR	0.236986
TUSC2	DPH3	0.236978
ELOB	TTC1	0.236972
PSMD7	DHX38	0.23696
GOLGA6L9	GOLGA2P10	0.236946
PI4K2B	ANAPC4	0.236945
SNRPG	SNRPGP2	0.236925
PSMA1	ZFAS1	0.236921
TLR4	C1orf162	0.23692
ATXN7	PSMD6	0.236919
TSSK4	KLC1-AS1	0.236917
BIN2	ARHGAP9	0.236908
DIPK2B	ZEB1	0.236887
TSPAN3	TRAK1	0.236868
CCR1	ZEB2	0.236862
APBB1IP	FCER1G	0.236857
EIF2B5	LRCH3	0.23685
IFFO1	SLC8A1	0.236847
LARS2	RNF123	0.236834
DISP1	UBA52	0.236828
DOHH	SAFB	0.236821
PMP22	ANGPTL2	0.236819
TOPBP1	ATR	0.236818
ZNF671	GIMAP8	0.236816
WDR70	MRPS30	0.23681
MFNG	GPSM3	0.236807
GPR65	SLC39A13-AS1	0.236806
SNRPN	TMEM219	0.236805
FANCD2	SETD5	0.236803
XPO4	NUP58	0.236802
PIK3C2A	TIMM10B	0.2368
CHMP4B	EIF2S2	0.236792
DCTN6	PPP2R2A	0.236789
ESAM	LDB2	0.236785
CYB561D2	ARF4	0.23678
FKBP7	ZEB1	0.236775
CLEC2D	APBB1IP	0.236775
RTF2	ARFGAP1	0.236773
MFNG	MYO1G	0.236772
SCO1	GLOD4	0.236761
EIF4E	H2AZ1	0.236757
PPIL1	LSM2	0.236741
ENOPH1	RWDD4	0.236738
CBLL1	THAP5	0.236737
PSMA4	SKIC8	0.236736
PDS5A	RAB28	0.236723
NMRAL1	LCMT1	0.236721
CLPTM1L	CCT5	0.236719
ANKRD13D	GRK2	0.236714
CDADC1	MED4	0.236713
TMF1	SACM1L	0.236709
FASTKD3	RICTOR	0.236709
NOP56	PTPRA	0.236708
VAPB	TAF4	0.236706
NFX1	SMU1	0.236703
CNRIP1	S1PR1	0.236698
ENY2	RAD21	0.236692
GIMAP8	LRRC25	0.236689
LAT2	NCKAP1L	0.236678
IFFO1	CD33	0.236676
PHIP	MMS22L	0.236662
IDH3G	BRCC3	0.236661
RNGTT	CDK19	0.236659
CD80	FCER1G	0.236654
MRFAP1L2	MRFAP1L1	0.23665
MED23	LATS1	0.236648
TSEN2	BRPF1	0.236646
SETD5	EPM2AIP1	0.236633
UBP1	TMEM43	0.236626
DNPEP	GMPPA	0.236621
WDR82	ARIH2	0.236619
ARID1B	TBP	0.236614
SENP5	NCBP2AS2	0.236612
BCL7C	PCNX2	0.236607
