GenA	GenB	MI
MIS12	GEMIN4	0.248406
TIE1	PCDH17	0.248401
IFFO1	DOK2	0.248399
ARID4A	L2HGDH	0.248397
SH2D3C	GIMAP6	0.248389
RPS12	PKN1	0.248375
VTA1	KPNA5	0.248373
HDAC4	CICP14	0.248371
PML	EDC3	0.248367
ACIN1	CHD8	0.248355
ATXN3	ZBTB25	0.248354
MRPL47	POLR2H	0.248349
MACROD1	ALG1L1P	0.248348
ZNF416	ZNF260	0.248346
TMF1	DCAF1	0.248346
ERI1	CHMP7	0.24834
PACS2	MTA1	0.248336
PFN1	RPA1	0.248334
SGTA	DOHH	0.248332
IARS2	MRPL24	0.248331
CUL3	DNPEP	0.248328
SKP2	TMEM267	0.248322
NAA50	TRMT10C	0.248322
ATG2B	VCPKMT	0.248315
SRRD	TFIP11	0.248314
PNPLA6	YJU2	0.248302
ARHGAP9	PREX1	0.2483
NUP88	MYBBP1A	0.248288
STRN4	GSK3A	0.248279
PCNP	ZBTB11-AS1	0.248275
BCLAF1	FIG4	0.248268
RPS25	STT3A	0.248265
NCAPD2	CDCA3	0.248263
LCP2	PREX1	0.248256
CLUHP3	MSH5	0.248256
PIGX	XXYLT1	0.248255
RNH1	RHOG	0.248254
SASH3	RNASE6	0.248251
CLPP	SLC39A3	0.248251
OAS3	OAS2	0.24825
VTA1	TBPL1	0.248238
BLTP1	USP53	0.248237
NCAPD2	CCDC77	0.248222
SETD3	SIVA1	0.248221
RTRAF	GEMIN2	0.248218
SYNE1	SNX20	0.248213
HSF2	RNGTT	0.248212
HS1BP3	GPN1	0.248212
DCAF15	RAB8A	0.248206
GAB3	SEPTIN1	0.248191
GTF3C6	TSPYL1	0.248188
RGS5	DIPK2B	0.24818
NOP56	MGME1	0.248167
GIMAP6	CD226	0.248162
SPAG7	RNF167	0.248159
RIMOC1	NNT-AS1	0.248154
AP1M1	CC2D1A	0.248148
GNAI3	RAP1A	0.248147
SLC10A3	VMA21	0.248143
NUP35	CWC22	0.248134
DDX39A	DCAF15	0.248123
STARD8	GPR4	0.24812
MAP4K1	RAB33A	0.248118
SENP6	MAP3K7	0.248111
SRRM2	ATXN2L	0.248104
NARS1	ZNF24	0.248096
NELFA	FAM86EP	0.248092
NUP43	PCMT1	0.248088
HOOK2	SUGP1	0.248085
POMGNT2	CNOT10	0.248078
GTF2F1	GPR108	0.248077
CENPL	DESI2	0.248076
CDC37	WDR83	0.248076
RPS15AP1	RPS7P1	0.248073
ITGAE	CD226	0.248067
RNF4	NSD2	0.248061
GLOD4	SMYD4	0.248055
UBE2K	TAPT1	0.248054
EIF3A	DDX21	0.248054
CRK	MRM3	0.248051
SKIC2	DHX16	0.248045
ZNF391	ZKSCAN4	0.248041
ZBTB45	ZNF17	0.24804
ZNF749	ZNF805	0.248034
ACAP1	RAB33A	0.248028
SRRM2	SGSM2-AS1	0.248027
DOHH	LMNB2	0.248014
EIF4H	NUP205	0.248013
SPAG5	POU2F1	0.24801
ZNF567	ZNF181	0.247987
ZFR	TMEM267	0.247987
RRM1	PSMD13	0.247984
DDX54	PUS1	0.247984
PDS5B	RFC3	0.247983
TASL	CD300A	0.247969
MRPL18	TCP1	0.247969
CLEC14A	PECAM1	0.247966
RAB1A	OST4	0.247964
TADA2B	ZNF721	0.247958
BIN2	MYO1F	0.247955
ATG14	DCAF5	0.247952
STT3A	RPUSD4	0.247934
PARVG	GIMAP1	0.247934
RNF167	FXR2	0.247923
ZFYVE26	AREL1	0.247914
KNSTRN	BUB1B	0.247903
DOHH	HDGFL2	0.247894
PIF1	TICRR	0.247885
STAU1	NCOA6	0.247881
GON4L	CDC42SE1	0.24787
SF3B6	EIF2B4	0.247859
DVL3	ABCF3	0.247857
CCDC127	ZNF622	0.247848
RAB5A	UBP1	0.247846
CYTH4	PIK3R5	0.247846
FOXN3	ATG2B	0.247844
XPO5	POLR1C	0.247839
TIE1	ESAM	0.247832
KLC1	PACS2	0.247808
CYB5R4	ZNF823	0.247785
SUPT7L	SLC4A1AP	0.247782
FIG4	CASP8AP2	0.247764
MNT	ZZEF1	0.247762
GNPDA2	ZCCHC4	0.247752
GRSF1	ENOPH1	0.247751
MBD3	MAP2K2	0.247748
CHMP1A	ATP6V0D1	0.247745
COPB1	USP47	0.247743
CYTH4	ABI3	0.24774
GRPEL1	MRFAP1	0.247739
A2M	CLEC14A	0.247726
ZNF317	ZNF121	0.247706
HOOK2	ASF1B	0.247703
ZBTB24	USP45	0.2477
XRCC1	SUPT5H	0.2477
METTL16	CRK	0.247697
SNX3	SNX14	0.247693
DEDD	NDUFS2	0.247688
RO60	ZBTB41	0.247678
MMAB	FAAP20	0.247677
SEC22C	PSMD6	0.247676
RPL18A	PIN1	0.247666
KLHL18	IP6K1	0.247662
P2RX1	ANKRD36BP2	0.24766
NEPRO	ZNF148	0.24766
RAE1	CDK5RAP1	0.247643
ENTPD1	LAPTM5	0.247642
CAPN7	SLC25A38	0.247642
CNPPD1	PTMA	0.247634
OAZ1	HDGFL2	0.247623
ATRX	CHM	0.247623
PIK3R5	HNRNPA1P21	0.247622
TOMM22	MIEF1	0.247602
RPS15AP1	RPL6P27	0.247602
ARMC8	TFDP2	0.2476
L2HGDH	GEMIN2	0.247597
FASTKD3	PAIP1P2	0.247594
RRP9	APEH	0.247582
SELPLG	GPR65	0.247565
ACAP1	PIK3R6	0.247547
MYO1F	LAPTM5	0.24754
LIAS	CTBP1	0.24754
DHX40	COIL	0.24754
SGO1	PDE12	0.247538
POLR2E	POLRMT	0.247537
DCAF1	PBRM1	0.247534
WDR13	WDR45	0.247529
ERLEC1	TMEM214	0.247526
CYTH4	PARVG	0.247525
NDC1	MRPL37	0.247517
DMAC2	ZNF576	0.247517
TSPAN13	GK5	0.247516
GNGT2	SNX20	0.247485
PUS3	ARHGEF12	0.247481
ZNF142	CNOT9	0.24748
PAFAH1B1	SPAG7	0.24748
FCF1	WDHD1	0.24748
PSMA7	UCKL1	0.247477
ZEB2	GIMAP8	0.247475
CDS2	PTPRA	0.247469
RASAL3	RAB33A	0.247458
HOOK2	AKAP8	0.247441
GNGT2	PIK3R6	0.247434
POLR2B	SDAD1	0.247429
RGS5	EMCN	0.247419
RNF167	VPS53	0.247416
APPL1	DCP1A	0.247406
MTCH2	NDUFS3	0.247405
TECR	AKAP8	0.247395
LAS1L	PQBP1	0.247391
NFX1	CREB3	0.247389
ERG28	VIPAS39	0.247379
SLC25A38	GNL3	0.247374
MFNG	SASH3	0.247373
EIF3I	MRPS15	0.247372
ASF1A	MBIP	0.247369
TRMU	RPS19BP1	0.247361
SRSF1	SRSF10	0.247356
RFT1	TASOR	0.247355
SH2D3C	NOTCH4	0.24735
PIGU	RALY	0.247345
RRP9	UBP1	0.24734
TBCB	PDCD2L	0.247337
VCPKMT	MED6	0.247328
SEC23IP	MRPS16	0.247328
RNF32	RNF32-DT	0.247325
LIAS	NELFA	0.247322
BRD9	NADK2	0.247322
CENPA	CENPO	0.247304
CNIH4	DEDD	0.247303
MED6	ISCA2	0.247291
PHRF1	HRAS	0.247275
NKTR	EMC3-AS1	0.247271
FERMT3	CCR1	0.247269
DVL3	OPA1	0.247266
NOC2L	ATAD3A	0.247252
ZNF45	ZNF283	0.247249
IFFO1	ZEB2	0.247237
ACAP1	RNF166	0.247224
DPM1	EDEM2	0.247223
ATP6AP1	TAFAZZIN	0.24722
RAP1GDS1	EIF4E	0.247212
SCYL1	YIF1A	0.247209
CHMP1A	BRD7	0.247205
UNG	RFC5	0.247201
ZMYM3	ARMCX4	0.2472
MMAB	DISP1	0.247198
ANKRD17	G3BP2	0.247194
RAMP3	HSPA12B	0.247182
MARK3	XRCC3	0.247181
NCOR1	COPS3	0.24718
ZC3H3	SLC52A2	0.247178
APBB1IP	GIMAP8	0.247178
ZNF692	RUSC1-AS1	0.247175
BIN2	IKZF1	0.247163
NPM3	MMS19	0.247158
ATP5PF	ATP5PO	0.247158
MAP3K7	ZUP1	0.247156
SF3A2	HDGFL2	0.247151
LRRC25	FCGR2C	0.247143
STT3A	TRAPPC4	0.247142
RRM1	NAP1L4	0.247137
MRGBP	RALGAPB	0.247126
JAGN1	CCDC71	0.247125
RPL18A	PGLS	0.247111
MNT	NEURL4	0.24709
IKZF3	IKZF1	0.247088
DERL2	VPS53	0.247086
CAMTA2	CTC1	0.247082
ASL	TMEM63A	0.247082
SPCS1	ARIH2	0.24708
NCBP3	PSMB6	0.24708
ZNF574	SUPT5H	0.247079
RPRD1A	SMAD2	0.247079
SCAF1	FIZ1	0.247076
PPCDC	TBC1D7	0.247074
MARK4	BICRA	0.247069
GAR1	ABCE1	0.247069
APC	SLC25A46	0.247059
PIN1	ZNF440	0.247057
WDR1	KIAA0232	0.247051
HAVCR2	SLC8A1	0.24705
TSEN2	SETD5	0.247046
DIABLO	CHMP4A	0.247044
PFDN2	VPS72	0.247039
SELPLG	DOK2	0.247034
WDR48	BAP1	0.247033
ZNF212	REPIN1	0.24703
XRN2	SNRPB	0.247022
THUMPD3	RAD54L2	0.247009
MKRN2	RPL15	0.247005
RAD23A	RAB11B	0.246995
GAS2L3	KIF18B	0.246987
URI1	TBCB	0.246964
AP1M1	GPR108	0.24696
DLL4	GPR4	0.246955
PPP1R35	COPS6	0.246945
MPND	TIMM13	0.246945
ANAPC11	TBC1D7	0.246944
PTPA	URM1	0.246939
IK	ZMAT2	0.246938
ACTR8	VGLL4	0.246933
CCR1	PIK3R6	0.246928
WDR82	DENND6A	0.246925
SPAG5	KIF18B	0.246925
HACL1	LSM3	0.246921
RBM26	DCUN1D2	0.246916
GGA1	PICK1	0.246914
NANS	NT5C3A	0.246911
ECSIT	FBXW9	0.246899
LCK	CASP4LP	0.246898
GAB3	RNASE6	0.246888
ACTR5	SS18L1	0.246884
HSF2	RNF146	0.246881
TYROBP	CD300C	0.24688
NPRL3	TBL3	0.246871
MFNG	TMEM273	0.246867
RTRAF	EIF2S1	0.246853
DPH1	PRPF8	0.246848
TYROBP	MPP1	0.246845
ZNF417	ZNF8	0.246844
FAM193A	LETM1	0.24684
RASAL3	MYO1F	0.246832
BRD9	DROSHA	0.246831
SMYD5	PNPT1	0.24683
ABCB7	YIPF6	0.246829
RAD1	LMBRD2	0.246817
RGS5	ADGRL4	0.246814
FBH1	YME1L1	0.246813
DCAF15	RAD23A	0.246806
SAE1	NUP62	0.246804
SLC25A38	BRK1	0.246801
STRN4	LSM14A	0.246798
ATRIP	WDR82	0.246797
TASOR	CCDC71	0.246796
MRPS7	NUP85	0.246793
CRBN	EIF1B	0.246786
PREX1	SEPTIN1	0.246776
ATE1	IDE	0.246773
ZC3H14	VIPAS39	0.246769
RPL32	RPL14	0.246767
TDP1	SNW1	0.246763
FLOT1	CLIC1	0.246754
POP4	EID2	0.246753
GPR65	CASP4LP	0.246736
PIK3CG	ARHGAP25	0.246735
GAR1	LYAR	0.246718
STAG2	UPF3B	0.246714
UQCR10	DRG1	0.246706
ORC3	MMS22L	0.246701
RASAL3	PARVG	0.246699
CHERP	CC2D1A	0.246689
TMEM267	PAIP1P2	0.246684
CD226	IKZF3	0.246684
PTK6	TRABD	0.246683
BRPF1	RPL15	0.246683
AKAP8	SUGP1	0.24668
CMPK2	PLSCR1	0.246677
GTF3C6	CEP57L1	0.246664
SMUG1	MICOS10	0.246655
SELPLG	GIMAP1	0.246655
RPS16	SUPT5H	0.246655
DHX30	IFRD2	0.246654
YJU2B	GET3	0.246652
RABL2A	DRC3	0.246647
IMPA2	LINC02979	0.246643
LRRC32	GJA4	0.246642
BAP1	CCDC71	0.24664
ILVBL	EIF3G	0.246637
LSM3	ARPC4	0.246635
ZNF131	EXOC3	0.246632
PNPLA6	DOT1L	0.246632
DHX33	ELAC2	0.246629
RPLP2	ALG1L1P	0.246625
FANCD2	MYD88	0.246621
SASH3	GNGT2	0.246617
CD34	A2M	0.246612
GIMAP6	LCK	0.246607
SLMAP	WDR82	0.246605
STT3A	ARHGEF12	0.246604
GTF3A	CDK8	0.246602
KIAA0586	MTHFD1	0.2466
PCDH12	DLL4	0.246597
CD226	ELMO1	0.246595
CDC37	FARSA	0.246592
AP4S1	ERG28	0.246592
STXBP2	CSNK1G2	0.246582
DNAJC28	RING1	0.246579
RASSF4	PLEKHO2	0.246573
GPKOW	ARAF	0.246568
ZC3H13	LRCH1	0.246549
SLC25A38	FGD5-AS1	0.246542
RRM1	RIC8A	0.246538
TRAF3IP3	HNRNPA1P21	0.246533
NELFA	HTT	0.24653
GTF3C2	SMYD5	0.246521
MMRN2	ARHGEF15	0.246514
ABCD4	FAM161B	0.24651
DDX41	TBC1D9B	0.246509
HEATR1	AHCTF1	0.246498
DHX15	PACRGL	0.246475
ARFGAP1	OSBPL2	0.246469
MAP3K13	EHHADH	0.246468
CEP170B	CCDC85C	0.246461
SASH3	CCR1	0.246453
MPP1	C3AR1	0.246445
GON4L	NDUFS2	0.246443
CCDC57	PRELID2	0.246443
NUP155	GOLPH3-DT	0.246442
TMEM33	LIAS	0.246437
RPL4P4	RPL7AP6	0.246437
PRPF8	HASPIN	0.24643
POP4	SAE1	0.246429
PSMB6	TOP3A	0.246422
RAD18	FGD5-AS1	0.246418
CKAP2L	BUB1	0.246418
MRPS7	GPS1	0.246415
CLASRP	DHX34	0.246412
UBE2D3	LSM6	0.246409
PSMD10	YIPF6	0.246403
USP33	ANKRD13C	0.246393
ANAPC4	OCIAD1	0.246377
RSL24D1	GTF2A2	0.24637
CTNS	TSR1	0.246368
DDX24	YLPM1	0.24636
C1orf162	SPN	0.24636
PIN1	ATG4D	0.246351
CD86	ITGAX	0.246351
TIE1	RAMP3	0.246341
RBX1	ATP6V1E1	0.24634
UBE2D3	NAA15	0.246337
E2F1	ACTR5	0.246336
CHEK1	PAFAH1B2	0.246317
URI1	TMEM147	0.246304
VHL	BRPF1	0.246301
TRIM28	INAFM2	0.246299
BCL7C	ARRB1	0.246299
PAIP1	GOLPH3-DT	0.246285
DHX33	C1QBP	0.246278
RNF123	RAD54L2	0.246273
TUSC2	RAB5A	0.246269
UBE2K	MRFAP1L1	0.246254
GOLPH3	GOLPH3-DT	0.246249
COX7C	HSD17B4	0.246246
TIMM21	NARS1	0.246234
FKBP3	TTLL5	0.246233
RHBDD3	THAP7	0.246227
MGME1	MCM8	0.246225
VHL	RPL14	0.246223
IAH1	ZNF326	0.246208
SNU13	PHF5A	0.246207
MCM9	KPNA5	0.2462
MMS22L	CDC40	0.24618
ENOPH1	CDS1	0.246163
ZNF106	HAUS2	0.246158
COQ9	GOT2	0.246154
CD180	AIF1	0.246151
HDLBP	STK25	0.24615
SELENOK	CCDC174	0.246147
HACE1	MANEA	0.246141
PSMF1	ZNF133	0.246139
THUMPD3	CCDC174	0.24613
EIF3A	NOLC1	0.24613
JAK3	AGAP2	0.246129
GLRX5	NDUFB1	0.246129
ELOB	RTN4IP1	0.24612
ITPA	DDRGK1	0.246118
WDR70	ZNF131	0.246115
MARCHF1	CCR1	0.246111
ABHD17A	CSNK1G2	0.246102
MOSPD1	OCRL	0.246093
ZNF180	ZNF527	0.246092
TMEM184C	PPID	0.246091
PSMC6	FCF1	0.246082
SYNE1	PLCB2	0.24607
MRE11	CEP57	0.246069
TUBB	BAG6	0.246062
ARHGEF6	GAB3	0.24606
TTI1	CPNE1	0.246057
STK25	SEPTIN2	0.246056
LMF1	CLIP2	0.246056
ANAPC4	ZNF721	0.246056
CPSF2	RIOX1	0.246055
CREB1	BARD1	0.246042
ZNF791	ZNF266	0.246041
VAPB	AAR2	0.246034
EDEM1	PLXNB1	0.246026
ENOPH1	RWDD4	0.246025
DRG2	PRPF8	0.246021
TSR1	TIMM22	0.246011
TESPA1	HNRNPA1P21	0.246007
HSDL1	CFDP1	0.246001
ZEB2	FAM110D	0.245999
SNX20	GIMAP8	0.245993
CD33	ZEB2	0.245993
SKP2	ICE1	0.24599
STRN4	FIZ1	0.245985
LARS2	TSEN2	0.245985
PAF1	PSMD8	0.245979
ZFYVE26	TECPR2	0.245974
ITGA4	GIMAP8	0.24597
RPL37	ZNF131	0.245968
DHX8	PSME3	0.245963
GRPEL1	PDS5A	0.245956
TIMM50	RUVBL2	0.245955
RPA1	CRK	0.245955
CSE1L	CPNE1	0.245953
TOR1A	MED22	0.245937
AP2S1	SAE1	0.245922
C3AR1	LILRB3	0.245906
EXOC8	BROX	0.245897
UBR7	PPM1A	0.245896
NUP58	MRPL57	0.245894
PLVAP	LDB2	0.245877
MARCHF1	C3AR1	0.245876
FKBP3	WDHD1	0.245873
PIK3CG	HNRNPA1P21	0.245864
ZNF211	ZNF234	0.245861
DESI2	RPRD2	0.245859
LYRM2	ZBTB24	0.245857
GIMAP6	MNDA	0.245853
MLH1	RAB5A	0.245848
ZZZ3	DR1	0.245831
FLT4	CD34	0.24583
IRF6	UTP25	0.245829
GSK3B	SNX4	0.245819
WDCP	LCLAT1	0.245806
FAM199X	YIPF6	0.245806
JAK3	GAB3	0.245803
ZZZ3	SIKE1	0.2458
SLC25A13	PMPCB	0.245788
LYRM2	ORC3	0.24577
TSR1	MIS12	0.245762
PREX1	DOCK2	0.245749
LY86	PRAM1	0.245746
TUBE1	FIG4	0.245742
EXOSC5	DMAC2	0.245742
SLC24A1	HNRNPUL1	0.245739
OSCP1	IFT22	0.245734
PSEN1	ABCD4	0.245733
SET	POLE3	0.245729
ZBTB32	MAP4K1	0.245714
XAB2	CDC34	0.245713
EP400	DDX51	0.245704
METTL6	RBM15B	0.245702
GORASP1	STT3B	0.245692
DOK3	TNFAIP8L2	0.245691
RANBP3	UQCR11	0.245675
TECR	ILVBL	0.245668
GLCCI1	TP53INP1	0.245667
PAF1	XRCC1	0.245661
RPL4P4	EEF1A1P6	0.245653
COPS5	VCPIP1	0.245639
HNRNPUL1	ZNF473	0.245634
CNOT3	ZNF865	0.245634
TLR4	GIMAP8	0.245628
DROSHA	MED10	0.245623
ZNF330	ARFIP1	0.245616
OAZ1	PIAS4	0.245615
MYDGF	XAB2	0.245609
SERGEF	POC1A	0.245605
ZW10	RPUSD4	0.24558
BLTP1	SEPTIN7P14	0.245553
BIN2	GIMAP6	0.245551
DZANK1	ZNF133	0.24555
CSDE1	DDX20	0.245536
DHX30	APPL1	0.245534
TNPO3	MKLN1	0.245519
PIK3CG	PLCB2	0.245515
PSMD3	SYNRG	0.245514
CASZ1	GALNT14	0.245513
PUS3	RPS25	0.245511
CTNS	GEMIN4	0.24551
ITGAX	ARHGAP30	0.245506
TMED1	FAM32A	0.245504
GRWD1	SAE1	0.245501
DOCK8	SPN	0.245497
NCKAP1L	RAB33A	0.245483
TXNL1	TPGS2	0.245478
LSM14B	NCOA6	0.245474
KDM2B	ATXN2	0.24547
NCKAP1L	SYNE1	0.245469
CASZ1	ATP5MC2	0.245464
UBN1	NFATC2IP-AS1	0.24545
NUP85	MRPL58	0.245448
CASZ1	C10orf95-AS1	0.245444
WDR48	TMEM43	0.245442
ERCC2	XPC	0.245442
GTF2F1	MAP2K2	0.245436
ZNF671	GIMAP6	0.245432
MNDA	TRPV2	0.245428
CLPTM1	GSK3A	0.245427
DNAJA2	BRD7	0.245425
CD164	CEP57L1	0.245425
PANK4	MTOR	0.245415
MAP2K4	TSR1	0.245412
POLR2E	SGTA	0.245408
MKRN2	SACM1L	0.245405
MFSD10	PCGF3	0.245392
CBLL1	RBM48	0.245392
AK6	CWC27	0.245391
GIMAP1	HNRNPA1P21	0.245388
HLCS	PIGP	0.245376
HAX1	ILF2	0.245373
CMTM6	TADA3	0.245369
EIF3D	DESI1	0.245363
ANKRD17	SDAD1	0.245361
WIZ	WDR83	0.245345
ZNF548	TRAPPC2B	0.245343
NDST1	TBC1D2B	0.245342
INAVA	LIN37	0.24534
MNDA	LILRB3	0.245339
PSMC6	TIMM9	0.245333
ATPSCKMT	ICE1	0.245328
NUP37	RAN	0.245324
ENY2	TATDN1	0.245321
POLR3B	SART3	0.245315
IGBP1	MAGT1	0.245312
HLCS	NDUFV3	0.245302
ELAC2	NUP88	0.2453
CLASRP	ZNF574	0.245288
RPL32	RPL15	0.245286
OLFML2B	GASK1B	0.245282
ESAM	ROBO4	0.245278
DNM2	ECSIT	0.245276
NKAP	PDZD11	0.245266
MMAB	CCDC57	0.245266
SNW1	ERH	0.245263
VGLL4	BRPF1	0.245235
USP33	ZNF644	0.245228
CCDC97	LSM14A	0.245208
SASH3	IKZF3	0.245206
RFXANK	KEAP1	0.245204
DCUN1D1	ABCF3	0.245204
DCUN1D1	PAK2	0.2452
PSEN1	NUMB	0.245194
CD37	ZC3H12D	0.245184
TAF11	MED20	0.245179
AKAP11	ELF1	0.245171
ITCH	STAU1	0.245164
OXCT1	GUSBP1	0.245157
MAEA	MED28	0.245157
PIP5K1A	YY1AP1	0.245144
CCNC	GTF3C6	0.245138
VMA21	BRCC3	0.24512
CAMTA2	GEMIN4	0.245119
EXD2	NEK9	0.245117
ACAP1	RHOH	0.245117
KIAA0586	PCNX4	0.245112
VTA1	CDC40	0.245104
SEC23B	NXT1	0.245104
LSM3	TMEM43	0.245104
FERMT3	MS4A7	0.245101
ZNF227	LSM14A	0.245096
CRBN	CNOT10	0.245094
TBC1D23	TOMM70	0.245088
ZBTB49	NELFA	0.245087
NFATC3	RFWD3	0.245084
VCPIP1	YTHDF3	0.245076
TACC3	HTT	0.245075
ZBTB25	ZNF70	0.245069
MS4A6A	CASP4LP	0.245068
ATG5	PDSS2	0.245062
URI1	PDCD5	0.245059
UQCR11	MICOS13	0.245056
MPP1	FERMT3	0.245055
MAP4K1	PREX1	0.245051
ATP5PD	GPS1	0.245044
NECAP1	RHNO1	0.245038
SEC62	MYNN	0.245037
CSTF1	TTI1	0.245028
PIM2	CD180	0.245025
PSMB6	CRK	0.245017
CISD2	LSM6	0.245017
ZNF304	ZNF234	0.245008
SHARPIN	ZNF34	0.244996
ATP6V1D	DCAF5	0.244991
WHAMM	AKAP13	0.24498
EIF1B	RPL15	0.244972
VGLL4	SMARCC1	0.244962
GOLGA4	SLMAP	0.24496
SPRTN	DESI2	0.244958
DNAJA3	TMEM186	0.244958
GART	MCM3AP	0.244957
TBC1D23	NEPRO	0.244955
NCBP3	FXR2	0.244952
LAS1L	VCF2	0.244935
WIZ	AP1M1	0.244933
MAGEF1	DNAJC19	0.244933
MFSD10	TADA2B	0.244925
BTBD10	UEVLD	0.244923
DGUOK	GTF3C2	0.244921
AP3D1	DOT1L	0.244917
SENP7	AKAP5	0.244916
ELP6	CNOT10	0.244902
NEK9	WDHD1	0.2449
ARID4A	FANCM	0.244889
MED29	UBA2	0.244884
GTPBP10	WASL	0.24488
FKBP3	MED6	0.244866
RAD18	NR2C2	0.244861
LCP2	TNFAIP8L2	0.244856
PSMD8	LSM14A	0.244853
ANXA11	ENTPD7	0.244851
FARSA	NR2C2AP	0.24485
CDK5RAP1	EIF2S2	0.244848
RIC1	UHRF2	0.244846
CD4	CYTH4	0.244838
MRPL47	DNAJC19	0.244835
WIZ	GET3	0.244834
DOCK2	PLCB2	0.244829
ZNF181	ZNF234	0.244824
LAMTOR2	CNIH4	0.244818
MED10	ZNF131	0.244814
COPS5	UBE2V2	0.244809
WRAP53	GEMIN4	0.244799
TRPV2	SLC39A13-AS1	0.244792
LAMTOR3	NUP54	0.24479
CDC123	ATP5F1C	0.244784
EIF3D	RPS19BP1	0.244775
AP1M1	WDR83	0.244774
ARHGAP9	SYNE1	0.244768
KPNA3	NUDT15	0.244764
NISCH	SETD5	0.244762
ZNF416	ZNF181	0.24476
TMEM161A	RPL18A	0.24476
STRAP	MRPS35	0.244739
DNAJC21	MRPL36	0.244736
ATP6V1H	EBAG9	0.244728
ZNF302	ZNF224	0.244721
SEC62	PHC3	0.244702
APPBP2	PPM1D	0.244701
GTF2F1	ZNF653	0.244694
COMMD2	RSRC1	0.244694
MARCHF1	LRRC25	0.244691
GRPEL1	HAUS3	0.244691
EXOC5	TTLL5	0.244687
POLR2A	ANKFY1	0.244662
TXN2	ATXN10	0.244639
ECSIT	SPC24	0.24463
PPP1R12A	TDG	0.244625
ASL	TMEM243	0.244622
RNF227	POLR2A	0.244619
INTS2	DCAF7	0.244613
FKBP3	TRIP11	0.244603
PSMD6	LSM3	0.244596
TRMT6	CSNK2A1	0.244592
ARID4A	C14orf28	0.244592
MCM5	PHF5A	0.244581
PSMD8	NFKBIB	0.244572
VTA1	SERINC1	0.244567
TIMM50	LENG1	0.244561
MAP4K5	ACTR10	0.244559
ZNF227	CCDC97	0.244555
CASP3	IRF2	0.244551
ZZZ3	RPF1	0.244545
MAP4	TSEN2	0.244536
VPS4A	BRD7	0.244533
SIKE1	C1orf52	0.244523
RPAIN	VPS53	0.244522
NADK2	ZNF622	0.244522
ARHGAP25	TRPV2	0.244521
GNL3	CCDC71	0.24451
CYTH4	TESPA1	0.244509
ASH1L	CRTC2	0.244506
ELAC2	MED11	0.244504
CD300A	CD14	0.244501
NUDCD3	FBXW4	0.244495
SUPT7L	DNMT3A	0.244491
LAPTM5	MNDA	0.244488
YTHDF1	SS18L1	0.244484
TIMM9	MED6	0.244473
CASZ1	MIGA1	0.244472
PAIP1P2	RIMOC1	0.244471
TUSC2	APEH	0.244469
OXSM	USP19	0.244466
PCGF3-AS1	CTBP1-AS	0.244465
GSS	AAR2	0.244465
POLD1	LIG1	0.244461
HNRNPUL1	ZNF574	0.244461
ENOPH1	RCHY1	0.244458
NOL10	DPY30	0.24444
LCP2	GIMAP8	0.244436
ESF1	DSTN	0.244423
SLC25A17	NDUFA6	0.244418
UBE2D3	NDUFC1	0.244415
CCDC124	LSM4	0.244414
ASF1B	DCAF15	0.244413
EPRS1	HAX1	0.244411
MS4A7	LRRC25	0.244409
RANBP3	MCOLN1	0.244405
RPP30	ABRAXAS2	0.244402
PRKRA	CHROMR	0.244397
ZNF565	ZNF260	0.244389
MAU2	FARSA	0.244378
ANAPC4	MAEA	0.244376
BCL7C	LCMT1	0.244369
MRPS30	TTC33	0.244364
SNX5	ESF1	0.244363
ADGRF5	GJA4	0.24436
SIKE1	TRIM33	0.244347
CUL1	GALNT11	0.244346
ACYP1	LYSET	0.244326
CD80	RNASE6	0.244324
XRN2	IDH3B	0.244315
FKBP3	PSMC6	0.244305
ZNF416	ZNF567	0.244301
MPND	PIAS4	0.244301
SLC39A9	WDR20	0.244296
SPC24	RPS28	0.244294
CD34	COL4A1	0.244282
ATG2B	VIPAS39	0.24428
STT3B	KIAA1143	0.244279
OSBPL11	GTF2E1	0.244274
BTK	ITGAX	0.244271
PCNX4	IKBKE	0.24427
FAM32A	BABAM1	0.244263
PAFAH1B2	TRAPPC4	0.244257
MSH2	MSH6	0.244257
LMF1	FBXW4	0.244254
CCR1	SIRPB2	0.244254
COX15	POLL	0.244251
ZNF343	PSMF1	0.24425
ZNF112	ZNF226	0.244247
TTPAL	YTHDF1	0.244243
EIF4E	ABCE1	0.244235
SIRT6	SGTA	0.244234
SPI1	FCGR2A	0.244215
MINDY2	ADAM10	0.244213
PLCB2	LRRC25	0.244211
NUP155	NDUFS6	0.244208
UBA3	PPP4R2	0.2442
MRPL57	ZDHHC20	0.244192
WIZ	CC2D1A	0.244189
CAPN1-AS1	PGAM1P8	0.244185
SLC30A9	UBE2K	0.24417
DCAF1	PDHB	0.244169
ZNF230	ZNF566	0.244166
TRIM44	TRAF6	0.244165
TIMM13	NCLN	0.244165
TUBE1	RNF146	0.244151
TMEM161A	EIF3G	0.24414
DHX33	SENP3	0.244139
TTF2	HIPK1	0.244131
EMD	TAFAZZIN	0.244129
RGS5	ESAM	0.244127
PHF5A	ATF4	0.244123
FBXL12	ZNF266	0.244115
PIKFYVE	PLEKHM3	0.244103
SUGP1	ATP13A1	0.244095
SLC25A26	FARS2	0.244094
CC2D1A	BRD4	0.244092
ELOB	BCAS4	0.244086
