GenA	GenB	MI
PPIL4	CD164	0.212661
ABHD17A	LSM7	0.212659
NVL	C1orf35	0.212656
WASHC5	FAM91A1	0.212654
MAP4K1	TSPOAP1-AS1	0.212654
RNF214	NFRKB	0.212653
LETM1	MRFAP1	0.212646
GPBP1	NDUFS4	0.212644
JAK3	ARHGAP25	0.21263
DROSHA	SKP2	0.212627
MRPS36	NSA2	0.212624
RAD18	ANKRD28	0.212623
INTS6	ZC3H13	0.212604
TLR4	TNFAIP8L2	0.212601
NOVA2	FAM167B	0.212596
XRCC5	TTLL4	0.212584
NUP98	RRM1	0.212584
RBSN	APEH	0.212581
TSNAX	RAB3GAP2	0.212576
IFFO1	DOK3	0.212574
MKRN2	VGLL4	0.212573
IKZF5	TIAL1	0.212564
TYROBP	LAT2	0.212561
PRPF4	TEX10	0.212559
SPCS1	DCP1A	0.212552
RECQL5	SAP30BP	0.212549
AGAP2	IL16	0.21254
FKBP5	TSC22D3	0.212535
PEX3	LTV1	0.212534
TOMM22	XRCC6	0.212532
MOCS3	DDX27	0.212532
CLEC2D	APOBEC3H	0.212526
USP34	KLHL11	0.212524
CYTH4	MARCHF1	0.212522
TNIP2	HTT	0.212517
RHOG	NAP1L4	0.212511
NCAPG	PDS5A	0.212509
TRAF3IP3	IFFO1	0.212507
EXOSC8	COG6	0.212503
RABEP1	TSR1	0.212488
NDUFB7	ECSIT	0.212487
ZNF708	ZNF254	0.212486
TARS1	RICTOR	0.212485
AGPAT1	BAG6	0.212485
TMEM128	BLOC1S4	0.212471
TELO2	CIAO3	0.212468
MRPL51	RHNO1	0.212463
STK16	AAMP	0.212462
PAN3	HMGB1	0.212457
EIF3A	DDX21	0.212457
CUL3	ZNF142	0.212455
TPD52L2	OSBPL2	0.212453
GPBP1L1	FOXJ3	0.212452
IL16	PCED1B	0.212444
ZNF527	ZNF345	0.212441
WBP4	ESD	0.212438
RO60	EXOC8	0.212437
ZNF16	PUF60	0.212435
POLR2C	BRD7	0.212431
DOCK2	PLXNC1	0.212428
ENY2	WWP1	0.212427
MAPKAP1	URM1	0.212424
KPNA3	ESD	0.212415
DHX30	ZNF445	0.212411
MSANTD2	CENATAC	0.21241
TARS1	DNAJC21	0.212402
HSF4	NOL3	0.212399
DDX31	REXO4	0.212396
ATG16L1	TRAF3IP1	0.212396
SMARCAD1	DNAJB14	0.212394
ITGA4	TNFAIP8L2	0.21239
CINP	COA8	0.212377
BTBD7	PSEN1	0.212377
RFC1	LIAS	0.212376
ESAM	PECAM1	0.212374
ARFIP2	MRPL17	0.212366
IFFO1	SYNE1	0.212363
TBXAS1	GPR65	0.212361
DOCK2	FCER1G	0.212357
TRADD	FBXL8	0.212352
SPI1	HNRNPA1P21	0.212352
NUP88	SMYD4	0.212351
NUP88	MYBBP1A	0.212342
WDR70	MRPS30	0.212333
PDRG1	RAE1	0.212333
HAVCR2	PLEKHO2	0.212328
TUSC2	RFT1	0.212324
CCDC174	ZNF619	0.212322
FXR1	SENP2	0.212321
NUP88	MED11	0.212316
LY96	RHOH	0.212314
GTF2IP20	LINC02604	0.212313
RPL14P1	NPM1P27	0.212304
SS18L2	SACM1L	0.212303
KMT2A	RNF214	0.212303
RUSC1	YY1AP1	0.212301
FARSA	RAD23A	0.212298
XAB2	SIRT6	0.212295
TNFRSF1B	GYPC	0.212293
SLC10A7	USP38	0.212293
MRPL18	WTAP	0.21229
VTA1	GINM1	0.212289
KHSRP	EEF2	0.212289
DERA	STRAP	0.212282
P2RX1	CD180	0.212275
DVL2	DHX33	0.212275
CD4	GYPC	0.212272
ACTR8	DHX30	0.212272
STK25	BOK	0.212268
ACTR5	SPATA2	0.212267
NEK4	GNL3	0.212262
FCER1G	CD300C	0.212262
PREX1	PIK3R5	0.212256
RAB28	FAM200B	0.212249
ELF2	TMA16	0.212248
C19orf25	MICOS13	0.212247
C11orf58	USP47	0.212244
SIGLEC9	DOCK2	0.212237
CAMTA2	DPH1	0.212234
SHQ1	PDHB	0.212231
ITGAX	C3AR1	0.212229
FXR2	WRAP53	0.212229
ZNF746	ZNF786	0.212222
APBA3	CLPP	0.212222
PLXNC1	AIF1	0.212221
ZNF571	ZNF567	0.212218
CLASP2	IFRD2	0.212204
ZNF330	LSM6	0.212201
ACTR8	THOC7	0.212195
ZNF408	ARHGAP1	0.212194
EXOSC10	MTOR	0.212194
BDP1	C5orf24	0.212193
UNC50	COA5	0.212191
RRP9	NME6	0.212191
CLEC2D	DOCK8	0.212191
CCDC71	WDR6	0.212186
GIMAP6	DOK3	0.212185
GNGT2	SLC39A13-AS1	0.212183
XAB2	SAFB	0.212179
RPS25	STT3A	0.212179
MBD4	OSBPL11	0.212179
VAPB	LSM14B	0.212176
GPR107	TMEM203	0.21217
ITGA4	MNDA	0.212169
STEEP1	PSMD10	0.212158
RABEP1	NEURL4	0.212153
JAK3	ZC3H12D	0.212151
CORO1A	AGAP2	0.212149
SEPTIN2	DTYMK	0.212146
ORC2	MAIP1	0.212145
NELFE	GPANK1	0.212137
KLHL7	CCDC126	0.212129
SRP9	FBXO28	0.212124
RYK	MSL2	0.212124
TAPT1	KIAA0232	0.212123
RIOK2	BTF3	0.212118
MAPKAP1	RPL35	0.212118
MNDA	ADAP2	0.212112
POGK	RUSC1	0.212108
PLAU	C10orf55	0.212107
DCUN1D1	AP2M1	0.212106
PIK3R5	FCER1G	0.212103
LAPTM5	SLC39A13-AS1	0.212102
LACTB	RAB8B	0.212098
DEAF1	CHID1	0.212096
UBR5	FAM91A1	0.21209
CENPL	BROX	0.212089
ZFYVE16	FCHO2	0.212085
PTOV1	LIG1	0.212085
DIAPH1	HARS1	0.212085
ARHGAP9	PREX1	0.212084
PSMF1	SHLD1	0.212081
BUD13	VPS11	0.212075
LSM2	ABCF1	0.21207
TRMT10C	ZBTB11-AS1	0.212069
STAB1	LRRC25	0.212069
RBM7	PUS3	0.212067
FXR1	WDR53	0.212067
IRF2	TRAPPC11	0.212066
ZCCHC4	TADA2B	0.212062
CCDC25	MAK16	0.212056
PQBP1	EBP	0.212053
MRPL17	SLC25A22	0.212049
GORASP1	TASOR	0.212044
RNF5	DXO	0.212043
POLA1	NDUFB11	0.212043
RCOR3	BROX	0.212035
NLRC3	ZC3H12D	0.212029
S100A16	S100A14	0.212025
DNAJB12	KIFBP	0.212024
MAD2L1BP	MRPL14	0.212021
TTPAL	MOCS3	0.212018
FBXO30	LATS1	0.212015
DCUN1D1	MRPL47	0.212002
C1orf162	CCR1	0.212
RANBP3	STK11	0.211998
CEP350	ANGEL2	0.211998
RNF14	NDFIP1	0.211992
HAUS2	LRRC57	0.211989
CMTM6	DYNC1LI1	0.211987
PTPN23	RBSN	0.211986
ABI3	LY96	0.211986
SPIN1	ISCA1	0.211979
TASOR	QRICH1	0.211978
MCCC1	EIF2B5	0.211978
EEF1A1P12	NPM1P27	0.211978
WDR48	ZNF445	0.211974
SNW1	EIF2S1	0.211974
DOCK10	FERMT3	0.211974
ZNF148	GOLGB1	0.211964
MRPS12	SAMD4B	0.211964
TEK	HIC1	0.211957
RTF2	DNTTIP1	0.211955
ZNF600	ZNF808	0.211954
QARS1	RPL15	0.211946
APBA3	RANBP3	0.211944
DCAF1	PDCD6IP	0.211937
PSMD1	COPS8	0.21193
CDC40	CEP57L1	0.21192
ABI3	C3AR1	0.211917
NCBP2	ALG3	0.211911
DOK2	IKZF1	0.211897
ACVRL1	GPR4	0.211893
FOXP3	GNG2	0.211889
C19orf25	UQCR11	0.211889
CRTC2	RPRD2	0.211886
NOP14	DHX15	0.211885
COQ10B	PLEKHA3	0.211879
CLEC2D	GIMAP1	0.211874
TSEN2	SETD2	0.211873
NCKAP1	ATF2	0.211873
GINM1	DYNLT1	0.211869
NISCH	VHL	0.211858
MRPL28	NUBP2	0.211856
LARS2	RBSN	0.211852
NELFCD	ACTR5	0.21185
NPRL2	ARIH2	0.211843
RNF167	NUP88	0.21184
GORASP1	NKTR	0.211833
DNAJB11	MRPL47	0.211828
CD80	MNDA	0.211826
RPL7	VIRMA	0.21182
CD86	OSCAR	0.211816
ITGA4	SLC39A13-AS1	0.211814
ARF5	CUL1	0.211811
ZFAS1	RPLP2	0.211809
MCOLN2	SNX20	0.211809
POLR2K	VIRMA	0.211805
KMT2A	NKAPD1	0.211805
INPP5K	RPA1	0.211795
DDX20	TRIM33	0.211794
ARID4B	GPATCH2	0.211785
RAB5A	CNOT10	0.211781
NME6	FGD5-AS1	0.21178
NELFB	WDR5	0.211776
PPRC1	NOC3L	0.211775
TANGO6	DUS2	0.211771
MTHFSD	CHMP1A	0.211765
HNRNPH2	RBMX2	0.211764
PEX3	ZNF292	0.211763
FCGR2A	TRPV2	0.211759
MRPL17	SPTY2D1	0.211754
ZMYM2	XPO4	0.211752
TTC1	LCMT1	0.211752
DOK3	DOK2	0.211745
TMEM44	LRCH3	0.211731
PRKAR2A	TASOR	0.211731
ABI3	C1orf54	0.211725
UBQLN1	ISCA1	0.211723
DISP1	SDHAF2	0.211718
GPKOW	APEX2	0.211715
MPDU1	ANKFY1	0.211713
RPL35	ARPC5L	0.211706
TASOR	PDCD6IP	0.2117
TUSC2	ATRIP	0.211691
CORO1A	APOBEC3G	0.211689
ZNF212	ZNF786	0.211685
NKAP	MOSPD1	0.21168
SENP5	PSMD2	0.211674
DNAJC4	TRPT1	0.211673
SUCLA2	COG3	0.211671
ZNF264	ZNF805	0.211667
STAG2	RNF113A	0.211667
SENP5	NDUFB5	0.211665
MRPL50	ERCC6L2	0.211663
PTMAP2	YBX1P1	0.211662
ATP11B	FYTTD1	0.211644
FANCM	WDHD1	0.21164
NCBP2	RFC4	0.211633
TRAF3IP1	GIGYF2	0.211625
APH1A	PRUNE1	0.211625
ARMC1	COPS5	0.211622
UBE2D3	HELQ	0.211621
NKRF	SLC9A6	0.211618
DOCK8	PLCB2	0.211613
EIF2AK2	IFIT5	0.211606
MRPS7	GRB2	0.211605
NCKAP1L	CD300A	0.211602
SMNDC1	CHUK	0.211598
GPSM3	SLC39A13-AS1	0.211594
FERMT3	ZC3H12D	0.211593
TMF1	SETD2	0.21159
ABHD17A	SAFB2	0.211589
WBP11	MAGOHB	0.211587
PSMC4	SAMD4B	0.211587
PRELID3B	MRGBP	0.211587
PIK3R5	FLI1	0.211585
MLH1	APEH	0.211581
UTP14A	ENOX2	0.211579
ACAP2	UBXN7	0.211572
AGAP2	LCK	0.21157
DEPDC1B	CCNB1	0.211564
ARFIP1	TMEM184C	0.211564
PAFAH1B1	ACADVL	0.211551
ITGAE	SELPLG	0.211551
CEBPA	CEBPA-DT	0.211546
WWP1	ELOC	0.211539
RASGRP2	TMEM273	0.211536
QSOX2	WDR5	0.211535
RTN4IP1	MIGA1	0.211527
DDX1	ACP1	0.211522
BUD23	NSUN5	0.21152
LRRC32	ACVRL1	0.211515
PCID2	CDC16	0.211508
TRIM21	BTBD10	0.211507
STT3B	ARIH2	0.211505
SASH3	MS4A7	0.211503
RRP9	TMEM115	0.211499
PTPN7	GIMAP8	0.21149
KIF3B	MAPRE1	0.21149
CWF19L1	ZFYVE27	0.211488
RASSF7	PSMD13	0.211482
AP3D1	LSM7	0.21148
SEC13	LSM3	0.211478
UBP1	JAGN1	0.211474
SCRIB	ZNF623	0.211473
COG4	CHMP1A	0.211468
MBD4	DBR1	0.211466
SCO1	TOP3A	0.211465
ANAPC4	MRFAP1	0.211465
RPS25	PTS	0.211463
PLCB2	GNG2	0.211462
RTRAF	ERH	0.211461
SMU1	APTX	0.21146
SYAP1	EIF1AX	0.211445
PSMD10	STAG2	0.211442
CAPN1-AS1	PGAM1P8	0.211437
CTCF	IST1	0.211436
SGIP1	GASK1B	0.211435
DHX30	ELP6	0.211434
SGIP1	JAM2	0.211433
DCLRE1B	GPSM2	0.211433
RBM5	WDR6	0.21143
THOC2	ZNF75D	0.211426
CLUH	GEMIN4	0.211424
SEC63	GTF3C6	0.211422
TIMM9	PPP2R5E	0.211416
HCCS	TAB3	0.211415
SMC3	PCGF6	0.211414
SPCS1	QARS1	0.21141
PPRC1	CHUK	0.211409
NFAT5	DYNC1LI2	0.211396
FAM199X	HNRNPH2	0.211396
FKBP7	CNRIP1	0.211391
SYNCRIP	SCAF8	0.211373
SMNDC1	TRUB1	0.211367
DOK2	SFMBT2	0.211364
SLC25A14	UTP14A	0.211359
ZUP1	CDC40	0.211357
SLC25A46	TENT2	0.211357
PARVG	ELMO1	0.211355
MED11	MIS12	0.211349
RPLP2	POLR2L	0.211346
MAD2L1	LIN54	0.211342
ELF2	LSM6	0.211342
IST1	SF3B3	0.211321
ENG	TEK	0.211312
DCTD	CDKN2AIP	0.211312
RRP9	USP19	0.211308
RFC1	PI4K2B	0.211303
CTDNEP1	TIMM22	0.211296
TIMMDC1	ATG3	0.211295
NPRL2	CNOT10	0.211294
RRP8	TSSC4	0.211289
MAP4K1	GIMAP1	0.211284
KMT2A	NPAT	0.211279
ACTR8	RPL15	0.211267
RASSF4	IL16	0.211256
ITGA4	TLR4	0.211254
JAM2	ZEB2	0.21125
ZW10	TIMM8B	0.211243
CTCF	SF3B3	0.211236
NOP14	SLBP	0.211235
CD300A	CD14	0.211228
ARMC1	YTHDF3	0.211226
BIN2	ARHGAP9	0.211224
RECQL	GOLT1B	0.211222
PDCD2	LTV1	0.211222
EDC4	ATXN1L	0.211222
RGS5	GPR4	0.211219
ACTR8	RFT1	0.211217
VRK1	ATP5MJ	0.211215
PIK3CG	IL18BP	0.21121
SMG6	SMYD4	0.211209
FOXK2	RFNG	0.211204
TTI2	MAK16	0.211203
RNH1	TMEM9B	0.211194
TRIM21	CTR9	0.21119
RGS12	TNIP2	0.211183
VIRMA	RNF139	0.211181
NME6	SMARCC1	0.211163
TRIM44	TRAF6	0.211158
PFAS	GEMIN4	0.211158
TBXAS1	MARCHF1	0.211154
GTF2E2	MAK16	0.211153
LAMP2	PSMD10	0.211147
MRPS7	TACO1	0.211143
RAD18	RBSN	0.211137
HPF1	ING2	0.211135
PARVG	IKZF3	0.211127
SRPRA	TRAPPC4	0.211123
TULP3	RHNO1	0.211121
WDR13	ZNF182	0.211116
BIN2	IL16	0.211116
CBL	NCAPD3	0.211111
NCOA5	ZSWIM1	0.211105
ZXDC	ZNF148	0.211104
MPND	CLPP	0.211103
LRRC25	LINC01094	0.211102
USP4	CCDC71	0.211097
MON1B	DHX38	0.211094
HMGB2	C4orf46	0.211091
ZNF571	ZNF260	0.21109
RO60	BROX	0.211086
CCDC90B	ALG8	0.211077
RBMX2	ENOX2	0.211075
TMEM115	CCDC71	0.211074
SIRT6	SGTA	0.211074
CEP72	MRPL36	0.211072
ARMCX5	HNRNPH2	0.211067
PLXNC1	MYO1F	0.211062
GAB3	ARHGAP45	0.211053
ZNF441	ZNF44	0.211052
EXOSC7	CCDC12	0.211052
STK16	STK25	0.211051
ZWINT	DNA2	0.21105
WAS	TMC8	0.211045
FASTKD3	NIPBL	0.211044
HAX1	SLC50A1	0.211043
MRPL24	ISG20L2	0.211038
EIF3I	GNL2	0.211037
GYPC	A2M	0.211034
C1orf43	PEX19	0.211033
ZNF212	ZNF398	0.211023
VIM	A2M	0.211023
PAFAH1B3	PRR19	0.211022
LMBR1	NOM1	0.211014
FGR	SLC39A13-AS1	0.211009
HUWE1	JADE3	0.211007
APPL1	PSMD6	0.211002
ENOPH1	LIN54	0.210988
ZPR1	VPS11	0.210986
RASAL3	FGD3	0.210986
IKZF5	SEC23IP	0.210984
ZNF304	ZNF543	0.210983
ACAP1	ITGB7	0.210981
VBP1	LAGE3	0.210975
UBQLN1	ARPC5L	0.210967
VAC14	CHMP1A	0.210966
FAM72A	FAM72D	0.210966
MEF2C	PDE1B	0.210952
REEP3	JMJD1C	0.210935
ESAM	COL4A1	0.210933
VTA1	TBPL1	0.210929
CTDSPL	TRAIP	0.210928
ZKSCAN3	ZSCAN26	0.210927
ATG16L1	COPS8	0.21092
SRP68	SUMO2	0.210916
PDS5B	MICU2	0.210915
UBXN7	NCBP2AS2	0.210913
TXLNG	SYAP1	0.210911
TSG101	BTBD10	0.21091
SNAP47	MRPL55	0.21091
RMND1	SF3B5	0.210886
SERBP1	GNG12	0.210884
MTRF1	GTF2F2	0.210884
CIAO3	GFER	0.210883
NDC1	COA7	0.210881
IRF8	CD226	0.210881
TSNAX	FBXO28	0.210875
RPA1	MRM3	0.210875
PMP22	OLFML2B	0.21086
MKRN2	WDR48	0.21086
PHF23	CTDNEP1	0.210858
APBB1IP	MARCHF1	0.210857
CAPN10	DUSP28	0.210855
RABEP1	MED31	0.210849
CWF19L1	ARMH3	0.210849
UBP1	APEH	0.210846
SHQ1	SMARCC1	0.210844
DOCK10	LCK	0.210836
EZH2	LUC7L2	0.210832
ZDHHC6	SMNDC1	0.210825
EEF1D	ZFTRAF1	0.21082
SEC22C	SETD2	0.210818
VPS36	NUDT15	0.210811
THAP12	NARS2	0.210807
NSUN4	GPBP1L1	0.210806
DCTD	CFAP97	0.210803
NME6	SACM1L	0.210799
PHIP	SCAF8	0.210797
SS18L2	TMA7	0.210796
MAP2K7	RAB11B	0.21079
NEK4	DHX30	0.210788
TEX10	MRPL50	0.210785
SLC35C2	DDX27	0.210781
PDE1B	PRAM1	0.21078
SNX19	VPS26B	0.210777
FPR3	SIRPB2	0.210766
EFR3A	INTS8	0.210766
CUL3	COPS7B	0.210762
SERINC1	CDC40	0.210761
BIN2	TRPV2	0.210756
MKRN2	DCAF1	0.210755
TMEM115	BRPF1	0.210746
MORF4L2	FAM199X	0.210746
ZFP41	ZNF623	0.21074
DNAJB14	CFAP97	0.210738
TMED1	RAB11B	0.210734
SCAP	WDR48	0.210734
PBK	ESCO2	0.21073
NUFIP1	LRCH1	0.21073
GNA11	YJU2	0.210729
SLC25A17	ST13	0.210723
SENP5	SDHAP1	0.210723
ITGA4	AIF1	0.210722
CD33	PLCB2	0.210712
NEK4	WDR82	0.210708
ZNF330	GAR1	0.210696
KDR	A2M	0.210693
BCL7C	C10orf95-AS1	0.210693
SMARCA5	MAD2L1	0.21069
NCAPD2	RHNO1	0.21069
EXOC3-AS1	MARCHF6-DT	0.210686
KLHL18	WDR82	0.210675
FASTKD3	MRPL36	0.21067
DCUN1D1	ZNF639	0.21067
NKAP	XIAP	0.210669
BUD13	NCAPD3	0.210667
GLT8D1	FGD5-AS1	0.210662
HELQ	THAP9	0.210659
POPDC2	GYPC	0.210657
LAT2	RASAL3	0.210655
RBSN	SETD2	0.210653
FLT4	TM4SF18	0.210652
ATAT1	DXO	0.210652
UBE2T	DTL	0.21065
TNK2	PCYT1A	0.21064
TFE3	APEX2	0.210638
PDCD6IP	USP19	0.210636
SNX3	CD164	0.210633
DHX38	E2F4	0.210632
NCKAP1L	ZC3H12D	0.210628
AP3D1	CACTIN	0.210623
PCMT1	HDAC2	0.210621
NSMCE1	RPH3AL	0.210621
CASP1	CARD16	0.210616
ITGAX	SLC39A13-AS1	0.210614
FANCA	AFG3L1P	0.210613
SUPT20H	ZMYM2	0.210609
ZNF587	ZNF814	0.210608
ATP6AP1	IKBKG	0.210602
KLHL18	SLMAP	0.210599
ACAP1	LPXN	0.210597
NEPRO	TRMT10C	0.210596
METTL16	TIMM22	0.210591
ATP5PB	DRAM2	0.210587
GAB3	SFMBT2	0.210585
POLR3D	TNKS	0.210581
HASPIN	AURKB	0.210578
FXR1	RFC4	0.210578
RAD18	DHX30	0.210566
SS18L2	PPP4R2	0.210559
ELMO2	RNF114	0.210554
WAS	RNASE6	0.210549
SPI1	MS4A7	0.210548
KMT2A	SRPRA	0.210548
TBPL1	REPS1	0.210547
SPI1	GIMAP8	0.210545
GORASP2	HAT1	0.210545
EIF4E	LARP7	0.210545
POLA2	PSMA1	0.210544
FUBP3	GTF3C4	0.210544
FCF1	VIPAS39	0.210541
TAF2	ANKRD46	0.210537
USP9X	SYAP1	0.210536
PSMD5	FBXW2	0.210536
ZNF445	SACM1L	0.210531
PSMA1	NSMCE1	0.210531
GLT8D1	TUSC2	0.21052
ASH1L	ISG20L2	0.21052
NISCH	TMEM115	0.210517
MRPL47	MFN1	0.210517
DDX27	SERINC3	0.210512
IMPDH2	IFRD2	0.21051
RNH1	RRM1	0.210509
BCAS4	RTN4IP1	0.210509
SNX20	TSPOAP1-AS1	0.2105
PIAS4	CSNK1G2	0.2105
CNPPD1	DNAJB2	0.210499
SIRT6	CACTIN	0.210496
MDM4	RUSC1-AS1	0.210495
POLA2	CCS	0.210485
FXR2	UBE2G1	0.210484
TNPO2	NACC1	0.210479
PRDM1	MXD1	0.210476
CTBP1-DT	HAUS3	0.210473
MED10	PAIP1	0.210467
REPS1	SF3B5	0.210465
PPP2CB	GTF2E2	0.210465
MRPL22	PTTG1	0.210453
RASGRP2	MAP4K1	0.210449
ACTR8	NME6	0.210446
TAF2	PUF60	0.210441
PPP2CB	CHMP7	0.210441
TNFAIP8L2	CD300A	0.210436
COX7B	ABCB7	0.210435
THAP11	E2F4	0.210426
LARS2	TUSC2	0.210418
TUSC2	RRP9	0.210415
MRGBP	TTI1	0.210412
ABCB1	SEPTIN1	0.210409
TUBGCP2	ZNF511	0.210408
MKRN2	CAPN7	0.210401
RIC8A	MOB2	0.2104
UBE2T	NUF2	0.210399
LPXN	SELPLG	0.210399
EEF1D	RPL30	0.210399
CD33	RNASE6	0.210397
UTP23	ATP6V1C1	0.210393
CRBN	TMEM43	0.210393
ZFR	DNAJC21	0.210392
NCBP3	SMYD4	0.210391
CD33	GIMAP6	0.210391
KLHL18	DCP1A	0.210388
PBK	CDCA2	0.210385
PSMB6	HASPIN	0.210376
DCUN1D1	WDR53	0.210373
CD180	TLR4	0.210373
PHAF1	DUS2	0.210371
TIMM10B	CTR9	0.210363
MMS19	ZDHHC16	0.21036
TM2D2	LSM1	0.210354
TTI1	NCOA6	0.210352
SNAPIN	PEX19	0.210351
TMC8	LCK	0.210347
NOP14	FAM193A	0.210347
PARP4	XPO4	0.210346
DVL2	GEMIN4	0.210343
PEX3	PCMT1	0.21034
APH1A	ZNF687	0.21034
SASH3	ALOX5AP	0.210332
ATP5MC2	MICOS10	0.210326
C7orf50	SDHAF2	0.210321
FLT4	GPR4	0.210317
RBL2	CNOT1	0.210316
ALOX5AP	FPR3	0.210302
GIPC3	NOTCH4	0.210295
CRBN	OGG1	0.210293
TRAPPC3	ADPRS	0.210285
UBP1	RNF123	0.210284
RPL32P18	RPS15AP1	0.210282
ITGA4	GYPC	0.210279
EMC3	JAGN1	0.210278
UBXN7	LRCH3	0.210268
MRPL17	USP47	0.210267
PLAA	TOPORS	0.210262
SPCS1	ARF4	0.210257
PPIL4	MAP3K7	0.210257
KARS1	VAC14	0.210255
ACAP1	ABI3	0.210251
GID8	DDX27	0.210248
CSDE1	BCAS2	0.210248
FOXP3	PTPN7	0.210241
CCAR2	ENTPD4	0.210237
RPAIN	RNASEK	0.210236
INTS11	NOC2L	0.210233
TYK2	SMARCA4	0.210232
WDR20	CPSF2	0.210227
MED19	CLP1	0.210223
ST8SIA4	NLRC3	0.21022
ING3	LSM8	0.210217
LY96	IL16	0.210216
YJU2B	DCAF15	0.210213
NGLY1	CNOT10	0.210213
TNFRSF1B	IRF8	0.210211
PUM3	FOCAD	0.210211
UBP1	RAD54L2	0.21021
DLL4	ARHGEF15	0.21021
IDH3G	NAA10	0.210208
NISCH	DHX30	0.210205
UBR7	CPSF2	0.210193
DPM1	AAR2	0.210188
TAGAP	FPR3	0.210186
CDKN2AIP	USP38	0.21018
APBB1IP	GIMAP8	0.210176
GID8	RPRD1B	0.210174
PAFAH1B1	METTL16	0.210166
CD86	GIMAP8	0.210164
PSMD8	TIMM50	0.210163
ACVRL1	S1PR1	0.210163
MLH1	SMARCC1	0.21016
SLC39A13-AS1	PIK3R6	0.210152
PMPCB	DNAJC2	0.21015
FXR2	COPS3	0.21015
RBM5	IP6K2	0.210147
PRKAR2A	NEK4	0.210146
IK	HARS1	0.210145
RPL7A	NELFB	0.210142
CUL4B	NKRF	0.210142
CCDC174	QRICH1	0.210138
CAPRIN1	TRAF6	0.210131
CTDSP1	GIGYF2	0.210124
EHMT2	ATF6B	0.210123
AKNA	GIMAP6	0.210121
TPD52L2	STAU1	0.210118
RASGRP2	TAMALIN	0.210111
IRF8	TAGAP	0.210111
GLRX5	SIVA1	0.210111
ZNF28	ZNF525	0.210106
TCAIM	SACM1L	0.210106
FAM3A	EMD	0.210094
ZMYM2	USPL1	0.210083
ZNF671	RUBCNL	0.210081
ATG16L1	ILKAP	0.210077
NDUFB5	MFN1	0.210076
SMU1	DCAF12	0.210065
POLR2E	MICOS13	0.210062
DCAF1	QARS1	0.21006
ATP5MC2	LCMT1	0.210056
PROSER1	NHLRC3	0.210054
OTUD4	TRAPPC11	0.210054
MNDA	OSCAR	0.210054
DESI2	FBXO28	0.210049
NISCH	WDR48	0.210045
KDR	JAM2	0.210044
FAM3A	TMLHE	0.210038
COMMD2	GFM1	0.210036
FANCD2	DCAF1	0.210023
NUP153	HCG18	0.210022
MED28	PIGG	0.210015
MATR3	ANKRD10-IT1	0.210015
ST8SIA4	PLCB2	0.210012
TEK	HSPG2	0.210009
RHOA	RAD18	0.210002
RAMP3	GJA4	0.209989
GTF3C2	CPSF3	0.209987
ASH1L	POGK	0.209986
GLT8D1	CCDC66	0.209982
NKAPD1	ARHGEF12	0.209981
UPF2	TAF3	0.209966
SLC25A38	TATDN2	0.209964
TTC1	FARS2	0.20995
RTF2	ATP5F1E	0.209941
UBE2K	HAUS3	0.209939
LY96	GIMAP8	0.209939
POLRMT	MED16	0.209929
CEP350	POGK	0.209929
USP4	NPRL2	0.209924
NCKAP1L	ITGAX	0.209922
APBA3	GNA11	0.209922
UBE2K	MAEA	0.209917
ST8SIA4	HAVCR2	0.209917
MED9	MAPK7	0.209904
HEATR5B	GPATCH11	0.209901
NSMCE1	MZT2A	0.209888
TUSC2	QRICH1	0.209887
MTDH	INTS8	0.209878
CD4	DOK3	0.209876
MARCHF1	ZEB2	0.20987
DLL4	NOTCH4	0.209868
MEF2C	ITGA4	0.209864
MED10	ZNF131	0.209864
ARIH2	RPL14	0.209861
ARHGAP30	CASP4LP	0.209852
TSG101	RRP8	0.20985
CNTROB	TRAPPC1	0.20985
UBA3	CCDC66	0.209838
CD4	ARHGDIB	0.209838
RAB5A	SEC13	0.209835
THYN1	RPUSD4	0.20983
ATG5	GTF3C6	0.209828
DDX18	ANAPC1	0.209815
CORO1A	ARHGDIB	0.209815
SKIC8	MRPS11	0.209812
UXT	APEX2	0.209811
EXOSC8	RFC3	0.20981
ZNF799	ZNF823	0.209805
AASDHPPT	MSANTD4	0.209803
CYTH4	CASP4LP	0.209796
ABCF2	CUL1	0.209795
MRFAP1L1	ZNF721	0.209793
PDZD11	MCTS1	0.209789
SRRM1	PNRC2	0.209784
DDX6	PAFAH1B2	0.209782
CD4	GNGT2	0.20978
TRIM35	POLR3D	0.209777
ENG	MYCT1	0.209768
BIN2	NLRC3	0.209768
ABHD10	NEPRO	0.209765
UQCRB	RMDN1	0.209759
STEEP1	STAG2	0.209759
NEK4	PDHB	0.209759
ELOB	ARRB1	0.209741
OAS3	USP18	0.209735
GMPS	KPNA4	0.209734
JAM2	TM4SF18	0.209723
CRK	SMYD4	0.209723
HERC6	USP18	0.209719
NCKAP1L	CASP4LP	0.209716
RRP36	RPL7L1	0.209715
NDUFAF5	SNRPB2	0.209715
CRAMP1	UBE2I	0.209715
ANAPC2	EHMT1	0.209715
RHOG	RIC8A	0.209712
SPI1	ZEB2	0.209708
ATRIP	SETD2	0.209708
ANKRD49	TMEM126B	0.209707
SMUG1	TNS2-AS1	0.209703
DRG2	LLGL1	0.209702
GTF2H1	COPB1	0.209699
CSNK2A1	MCM8	0.209692
DCAF1	CDC25A	0.209681
