GenA	GenB	MI
HTATSF1	PABIR2	0.222689
LYAR	TNIP2	0.222679
INO80D	CREB1	0.222673
VPS13B	VIRMA	0.222667
NUP98	PGAP2	0.222667
GORASP1	CAPN7	0.222659
ABCB1	RASAL3	0.222641
SENP5	OPA1	0.222637
NPAT	NKAPD1	0.222631
UBE3C	TNPO3	0.22263
MRPL33	PSMB3	0.222615
BLTP1	DNAJB14	0.222612
EIF3A	MCMBP	0.22261
KCNAB2	ARHGAP9	0.222607
SH3GLB1	DR1	0.222602
COMMD2	EIF2A	0.222595
PCYT1A	YEATS2	0.22259
MKRN1	SLC37A3	0.222588
SIRT6	GNA11	0.222586
BTBD7	ATXN3	0.222584
HDGF	C1orf43	0.222571
GON4L	RPRD2	0.222566
NR2C2	THUMPD3-AS1	0.222564
AKNA	RAB33A	0.222558
HCCS	PIGA	0.222557
ARFGAP2	PSMC3	0.222553
SPCS1	JAGN1	0.222541
CCNC	USP45	0.222537
COPE	LSM4	0.222535
NUP88	MYBBP1A	0.222534
MS4A7	LILRB3	0.222531
HEATR1	UBQLN4	0.222518
TECR	TECRP1	0.222517
TXN	COA6	0.222512
FUCA2	SF3B5	0.222509
MRPL3	PIK3R4	0.222506
PDAP1	COPS6	0.222497
MTRF1	PROSER1	0.222496
UBR5	ATP6V1C1	0.222492
PSMD10	STAG2	0.22249
ETS1	IKZF1	0.222479
GMPS	KPNA4	0.222478
ZW10	PPP2R1B	0.222476
PRKAR2A	SMARCC1	0.222471
SMG6	NCBP3	0.22247
UBE2T	NEK2	0.222459
PDCD2	USP45	0.222456
MACROD1	RPLP2	0.222456
POLRMT	MAP2K2	0.222453
CNRIP1	HIC1	0.222447
NDUFC1	H2AZ1	0.222445
GPR65	LILRB3	0.222443
MPND	PIAS4	0.222442
ELAC2	DRG2	0.222442
TNFAIP8L2	SLC8A1	0.222439
POLA2	NAA38	0.222435
MS4A6A	ELMO1	0.222432
CSNK2A1	ZCCHC3	0.222427
DRG2	LLGL1	0.222426
CACTIN	SAFB	0.222426
MRPL11	RPLP2	0.222424
FBXO30	RNF146	0.222422
DIS3	BORA	0.222419
TRIO	TENT4A	0.222417
AKNA	GAB3	0.222417
SEC63	RPF2	0.222406
YJU2	CLPP	0.222405
TBCCD1	NCBP2	0.222403
HAVCR2	GIMAP8	0.222403
RRP9	DPH3	0.222385
STXBP3	CAPZA1	0.222374
RSBN1L	APTR	0.222373
HADHA	SF3B6	0.222356
PAIP1	NNT-AS1	0.22235
MRPS12	SAMD4B	0.222349
SLC25A11	C1QBP	0.222348
COPS9	POLR2L	0.222347
PPM1A	NAA30	0.222344
ST13	XRCC6	0.222342
ZDHHC20	MPHOSPH8	0.222339
LRRC25	PLEKHO2	0.222336
PDZD11	SNX12	0.222333
POLA2	CCS	0.222329
ST8SIA4	ARHGEF6	0.222324
ZEB1	ESAM	0.222323
PSMD10	PRPS1	0.222313
PFAS	ANKFY1	0.222313
PROSER1	ALG11	0.222309
INO80D	PIKFYVE	0.222295
TSR3	NUBP2	0.222293
TLR4	LAPTM5	0.222288
FERMT3	TMEM273	0.222285
SNRPD2	SYMPK	0.222265
XRN2	TASP1	0.22226
CHMP1A	TERF2	0.222257
CCDC127	EXOC3	0.222252
APOBEC3H	PTPN7	0.222242
SH3GL1	STAP2	0.222236
ARF5	TNPO3	0.222235
ZNF133	POLR3F	0.22223
RAMP3	ESAM	0.22223
PREX1	CD226	0.222225
ABCF3	PAK2	0.222225
ISG20L2	UBE2Q1	0.222222
TENT4A	ZNF131	0.222208
SPCS1	GLB1	0.222203
PPWD1	RAD17	0.222194
RAD1	GOLPH3-DT	0.222183
GON4L	UBAP2L	0.222176
PSMD8	SIPA1L3	0.222155
UBE2D3	EXOSC9	0.222152
JAK3	NCKAP1L	0.222152
CCT4	RPS27A	0.222147
PPCDC	PITPNC1	0.222138
TRAF3IP3	JAK3	0.222125
BUD23	BCL7B	0.222125
RNF123	DALRD3	0.222117
BCAS4	MIGA1	0.222114
QRICH1	IFRD2	0.222102
LAT2	C3AR1	0.222099
PDCD6IP	SACM1L	0.222096
RHOA	IP6K1	0.222094
USP47	IPO7	0.222087
VAMP7	NSDHL	0.222086
PDCD10	UBXN7	0.222086
TELO2	CIAO3	0.222082
VAC14	ATP6V0D1	0.222079
SGTA	DOHH	0.222076
UBL4A	DKC1	0.222073
PEX3	MAP3K7	0.222068
TRNT1	TAMM41	0.222058
AKAP11	MTMR6	0.222051
BYSL	RPL7L1	0.222038
STK16	RETREG2	0.222034
TLR4	LILRB3	0.222017
ITCH	RAB22A	0.222012
RASSF4	PTPN7	0.222
RRP9	TSEN2	0.221985
GTF2H1	PRMT3	0.221985
PKN2	USP33	0.221983
ATRIP	SETD2	0.221978
PSMC6	PSMA3	0.221974
MED27	RABL6	0.22197
BRPF1	ARIH2	0.221967
MKRN2	THUMPD3	0.221956
YWHAE	PRPF8	0.221949
TM4SF18	EGFLAM	0.221945
SCAP	RNF123	0.221941
C1orf54	C1orf162	0.22194
SETD2	ANKRD28	0.221936
SF3A2	FZR1	0.221935
ZNF445	RBM15B	0.22193
N4BP2L2	N4BP2L2-IT2	0.221923
ATP5MC2	MZT2A	0.221921
RAD54L2	SETD5	0.22191
DCUN1D1	OPA1	0.221905
MCRIP2	MRPL11	0.221898
ZNF343	STK35	0.221878
FGR	C1orf162	0.221876
ZNF420	ZNF790	0.221864
TIMM22	SMYD4	0.221858
STAG2	THOC2	0.221849
LMF1	FARS2	0.221844
RAB2A	ELOC	0.221842
MAEA	MRFAP1L1	0.221841
COX10	TOP3A	0.221838
NCBP3	HASPIN	0.221832
FARS2	PDSS2	0.221829
PAIP1	C5orf34	0.221828
S100A16	S100A14	0.221817
PSMC4	FBL	0.221814
COX6A1	NDUFA12	0.221814
TADA3	CNOT10	0.221813
MAN1B1	NELFB	0.221806
UTP14A	NKRF	0.221797
ELP6	CCDC71	0.221782
TTC1	SMUG1	0.221771
DDX1	NOL10	0.22176
RNF167	CTDNEP1	0.221758
PHRF1	MOB2	0.221749
C1orf54	C3AR1	0.221748
SEC61B	EDF1	0.221747
PSEN1	NAA30	0.221747
HOXC8	HOXC9	0.221745
SLC39A9	ALKBH1	0.221741
PITPNC1	ATOX1	0.22174
FOXP3	FERMT3	0.221737
IRF2	TRAPPC11	0.221732
GYPC	ANXA6	0.221729
ATG12	SLC25A46	0.221721
C7orf50	FIS1	0.221713
AP1AR	FAM241A	0.221712
CD33	ADAP2	0.221711
TNKS2	CHUK	0.221709
PASK	ATG4B	0.221708
TMEM214	PDIA6	0.221687
SCAMP3	MEF2D	0.221673
HDLBP	CAPN10	0.221672
ACAP1	LPXN	0.221662
SPCS1	SETD2	0.221657
NCBP2	EIF2B5	0.22165
PSMB1	GTF2H5	0.221642
EIF1B	UBP1	0.221638
WDR82	CCDC66	0.221632
PRUNE1	LYSMD1	0.221628
PAF1	PSMC4	0.221621
PIK3CG	FPR3	0.221617
ARRB1	MIGA1	0.221614
ELAC2	TSR1	0.221608
STT3A	BUD13	0.2216
ZNF567	ZNF585A	0.221598
LAMP2	NKAP	0.221591
SEC22A	ACAD9	0.221584
CD37	FPR3	0.221584
BRD9	TARS1	0.221578
ATG9A	GIGYF2	0.221577
SLC25A40	RSBN1L	0.221576
PI4K2B	PDS5A	0.221571
PDZD11	ABCB7	0.22157
ARID4B	TSNAX	0.221566
NUP85	SUMO2	0.221561
SCO1	TOP3A	0.221551
MLH1	USP19	0.221542
CUL3	ZNF142	0.221538
KLHL35	ABCA17P	0.221536
U2AF1L4	ALKBH6	0.221528
FBXO28	ACBD3	0.221526
RPL32	RPSA	0.221523
MMAB	PITPNC1	0.221523
MRPS12	TOMM40	0.221522
TNFRSF1B	NCKAP1L	0.221519
MED23	TBP	0.221519
NUP133	INTS7	0.221518
OAS2	IFIH1	0.221508
SKP2	RIMOC1	0.221502
SENP2	RNF168	0.221501
GOLPH3	BRIX1	0.221491
AP1AR	EIF4E	0.221488
ANAPC4	PIGG	0.221485
MRPL9	VPS72	0.221477
IPO5	CUL4A	0.221475
MKRN2	QRICH1	0.221463
LSM3	ARPC4	0.221463
DCUN1D1	FXR1	0.221463
DHX30	WDR6	0.221462
PIK3C2A	IPO7	0.22146
PDCD6IP	RPL15	0.221458
PPIL4	SCAF8	0.221447
ACP1	GPN1	0.221446
ADD1	NOP14-AS1	0.221444
ZWINT	DNA2	0.221442
NISCH	IP6K1	0.221439
TMEM14B	PSMG4	0.221438
RRP12	PDCD11	0.221435
UBP1	RAD54L2	0.22143
IGIP	PURA	0.221423
TUSC2	SLMAP	0.221415
TSSK4	NFATC2IP-AS1	0.221415
CHTOP	CLK2	0.221403
VPS11	RNF214	0.221398
STK35	MRPS26	0.221395
VIPAS39	ISCA2	0.221385
VHL	KIAA1143	0.221384
INTS9	CCDC25	0.221384
RRP9	NME6	0.221383
RGS5	DIPK2B	0.221373
PARVG	MS4A7	0.22137
ASPSCR1	CCDC57	0.221367
MRPL49	RAB1B	0.221366
AP2M1	ABCF3	0.221359
TMEM33	TNIP2	0.221355
FYTTD1	WDR53	0.221355
TNKS	ENTPD4	0.221341
VPS37A	MAK16	0.221338
HNRNPH2	C1GALT1C1	0.221338
CCNK	TRAPPC6B	0.221337
YWHAB	SYS1	0.221328
LAT2	DOK2	0.221323
DPH2	USP24	0.221322
POLR1B	IMP4	0.22131
GPBP1	NDUFS4	0.2213
CROCCP3	MRNIP	0.221298
CRBN	NR2C2	0.221288
AKNA	FERMT3	0.221283
SNW1	PPP4R3A	0.221282
BUB3	ABRAXAS2	0.221282
BABAM1	FARS2	0.221276
SNX3	PPIL4	0.221275
ZFR	TTC33	0.221274
LPXN	GAB3	0.221274
GIMAP8	IKZF1	0.22127
RASGRP2	IKZF1	0.221268
ARFIP1	RWDD4	0.221266
VAPA	PTPN2	0.22126
VIM	GGT5	0.221259
UBXN7	MFN1	0.221243
GPKOW	POLA1	0.221242
RNH1	PGAP2	0.221231
SEC22C	KIAA1143	0.221229
MYCT1	RGS5	0.221225
TASL	GPSM3	0.221212
PIK3R5	AIF1	0.221208
ZBTB24	MAP3K7	0.221203
DHX16	WDR46	0.221199
DCTN6	CHMP7	0.221196
BOD1L1	KIAA0232	0.221196
STK11	SLC39A3	0.221195
NELFB	WDR5	0.221186
FERMT3	CASP4LP	0.22118
ADPRS	PPP1R8	0.221166
RPL10AP6	RPS15P4	0.221162
RPAIN	PSMB6	0.221157
NUP210	CHCHD6	0.221154
TUSC2	QRICH1	0.221152
MEF2C	GASK1B	0.221149
C11orf58	RPS13	0.221141
GALNT14	QTRT1	0.22114
APEH	CCDC71	0.221138
MAEA	TMEM128	0.221133
PTPN23	RPL14	0.221131
POLD3	MRPL48	0.221129
USP10	SF3B3	0.221127
GASK1B	CD34	0.221127
SCAP	UBP1	0.221125
ALKBH1	PPP4R3A	0.221116
ZBTB32	CD37	0.221115
RRP8	TSSC4	0.221114
RAE1	RAB22A	0.22111
ARGLU1	DCUN1D2	0.221107
POLR2H	DNAJC19	0.221105
METTL6	FGD5-AS1	0.221102
ZEB2	CSF1R	0.221101
FMR1	SLC10A3	0.221095
POLD2	DDX56	0.221092
IFFO1	ARHGEF6	0.221091
SNX4	MRPL3	0.221088
ZC3HAV1	TRIM25	0.221086
TSEN2	GNL3	0.221086
NPRL2	QRICH1	0.221079
GUK1	MRPL55	0.221079
XPO7	GTF2E2	0.221074
BUD13	EI24	0.221074
LONP2	FTO	0.221073
SELPLG	BIN2	0.221064
ARHGEF5	ZNF212	0.22106
CAPN7	NME6	0.221056
VTA1	RARS2	0.221049
PLXNC1	MYO1F	0.221033
BCCIP	BUB3	0.221016
THOC2	UTP14A	0.22101
LRRC32	GJA4	0.22101
SNX20	TMEM273	0.221008
ZEB2	A2M	0.220995
PTPN23	RAD54L2	0.220995
MRPL10	MRPL45	0.22099
FKBP1A	CSNK2A1	0.220985
ZNF615	ZNF350	0.22098
FAU	MRPL11	0.220979
COG6	SUCLA2	0.220976
C1orf54	MYO1F	0.220965
MAP4K1	MYO1G	0.220961
PDCD10	PAK2	0.220952
NCBP2	NCBP2AS2	0.220952
DIDO1	VAPB	0.22095
MLH1	RPL15	0.220948
TBXAS1	CD14	0.220941
MED23	RNF146	0.220937
STEEP1	PSMD10	0.220933
ETFB	FAAP20	0.22093
CCR1	AIF1	0.22093
GGT5	SGIP1	0.220928
CHID1	MRPL23	0.220927
RASSF4	LY96	0.220925
CSTF1	NELFCD	0.220919
PXMP4	NECAB3	0.220918
TSNAX	CDC73	0.220917
RECQL5	SAP30BP	0.220917
TBC1D5	TADA3	0.220911
KLHL18	RNF123	0.220909
CD37	CD180	0.220907
VIM	A2M	0.220901
PROSER1	XPO4	0.220887
SHQ1	SMARCC1	0.220885
NKAP	SLC25A14	0.220881
WDR13	PQBP1	0.220872
SELENOK	ACTR8	0.220869
PCNX2	DISP1	0.220857
ZPR1	ZNF202	0.220854
GYPC	GAB3	0.220853
POLR1A	SMYD5	0.220848
TMEM219	NAA38	0.220847
BUD13	VPS11	0.220843
SNRPN	LCMT1	0.22084
MRPL3	ACAD9	0.22084
CAPN7	CNOT10	0.220833
INTS10	ERI1	0.220832
PHRF1	GATD1	0.220828
FGR	CD4	0.220826
LETM1	MRFAP1	0.220821
DCUN1D1	FBXO45	0.220816
BROX	ANGEL2	0.220812
AKNA	GNG2	0.220812
SPN	GPSM3	0.220808
ARMCX5	PRPS1	0.220806
UCHL5	TIPRL	0.220798
CDC123	RPP38	0.220791
UQCC5	ATG7	0.220782
NSD2	NELFA	0.22078
RASSF4	CD226	0.220775
SLC25A11	MPDU1	0.220774
CPNE1	EIF6	0.220767
BTBD7	WDR20	0.220763
RAF1	CCDC174	0.220744
BCAS4	RPLP2	0.220742
ARID4A	MIS18BP1	0.220742
ATRAID	GPN1	0.220739
WAPL	POLR3A	0.220738
ST8SIA4	HAVCR2	0.220737
NLRC3	GIMAP1	0.220712
BTK	LILRB3	0.220711
CFAP97	TMA16	0.220707
CD4	LAT2	0.220705
RAB5A	USP19	0.2207
MTIF3	RNF6	0.22069
DOCK2	C3AR1	0.220686
MRPL19	PNO1	0.220685
ARHGDIB	GNG2	0.220681
PIK3R5	ELMO1	0.220678
WAS	LRRC25	0.220675
TBXAS1	ABI3	0.220671
VAC14	COG4	0.22067
KPNA6	PPP1R8	0.22067
ABI3	LAPTM5	0.220663
DCUN1D1	AP2M1	0.220658
VGLL4	FGD5-AS1	0.220656
SLC11A1	SIGLEC9	0.220655
BRME1	MPDU1-AS1	0.220651
PIGX	CEP19	0.220648
GNL3	NME6	0.220647
MTG2	MOCS3	0.220645
PIK3CA	PCYT1A	0.220642
UBA3	QRICH1	0.220639
TMEM42	CCDC71	0.220638
KCNAB2	CYTH4	0.220637
ELF2	C4orf46	0.220631
IFT46	HINFP	0.220612
UMPS	ACAD9	0.220608
MIEF2	FLII	0.220608
SNX3	MTRES1	0.220607
DOCK2	ETS1	0.220598
BOD1L1	GRPEL1	0.220598
RAD1	MTRR	0.220587
MZF1	LENG8	0.22058
PDCL	INIP	0.220579
LCP2	LY96	0.220567
DCUN1D1	YEATS2	0.220565
SLC25A5	UBE2A	0.220555
NDUFA9	TRPM2	0.220552
BAP1	SETD2	0.220552
RPL18	RPL13A	0.220543
NDUFB7	CHCHD5	0.220543
AAMP	SEPTIN2	0.220539
ATXN3	PPP4R3A	0.220526
PLCB2	GPSM3	0.22052
DNAJB11	NCBP2	0.220516
RBL1	RALGAPB	0.220515
RPL14	METTL6	0.220509
PAFAH1B1	NUP88	0.220505
SNAPC4	PMPCA	0.220502
FAF2	DDX41	0.220502
LPXN	IKZF1	0.220499
RPS18P5	RPS7P1	0.220494
STAG3L5P	CICP14	0.220487
IRF8	MNDA	0.22048
GOLGA4	DCAF1	0.220475
CD4	RAB33A	0.220467
ZNF330	LSM6	0.220457
CDC40	SCAF8	0.220452
ETFB	MACROD1	0.220444
FBXO30	CDC40	0.220441
WRN	CNOT7	0.220436
MRPL4	DNMT1	0.220432
ARID4B	SDE2	0.22043
PLXNC1	MNDA	0.220429
EOLA1	TMEM185A	0.220422
IRF8	TMEM273	0.22042
HNRNPH2	CHM	0.22042
RASGRP2	MYO1F	0.220406
ARID1B	SCAF8	0.220401
IFT46	BUD13	0.220397
NCBP2	MFN1	0.220391
MMAB	NMRAL1	0.220391
ARCN1	VPS26B	0.220386
DUS1L	RFNG	0.220376
RARS2	CDK19	0.220375
TBCB	LSM14A	0.220371
LRRC32	CLEC14A	0.220371
SELPLG	ST8SIA4	0.220368
GTF3C6	CEP57L1	0.220365
CD4	GPSM3	0.220359
SMG6	ZZEF1	0.22035
C1orf54	GIMAP1	0.22035
FBXO28	WDR26	0.220347
SYNE1	GIMAP6	0.220346
TRMT6	POLR3F	0.220336
ZNF142	RPE	0.220331
SPCS1	LSM3	0.220326
SAMM50	XRCC6	0.220323
SCOC	LSM6	0.220318
MS4A7	CSF1R	0.220313
MAGOHB	GOLT1B	0.220306
PI4K2B	RAB28	0.220296
ST8SIA4	IKZF1	0.22029
ARRB1	LCMT1	0.220289
PUS3	TMEM218	0.220283
LCP2	LY86	0.220277
WAPL	GHITM	0.220274
CD4	PTPN7	0.220268
FCGR2A	LILRB3	0.220266
TRMT10C	ZBTB11-AS1	0.220262
CAPN7	PDE12	0.220252
PRPF6	DDX27	0.220246
REXO2	ZPR1	0.22024
RPRD2	POLR3C	0.220239
XIAP	PHF6	0.220225
RBSN	DCAF1	0.220225
UBE2K	RPL9	0.220222
PDCD6IP	NME6	0.220213
AP1AR	TIFA	0.220208
KDM5A	ERC1	0.220203
IFFO1	PTPN7	0.220201
CWC15	JRKL	0.220201
CRBN	FANCD2	0.2202
TBCCD1	VPS8	0.220197
EAF1	METTL6	0.220188
COPS9	UBA52	0.220187
ARMC8	RYK	0.22018
PRKAA1	MTMR12	0.220174
MMAB	SWI5	0.220173
ATP6V1C1	FAM91A1	0.220171
SFMBT1	APEH	0.220165
BLTP1	SEPTIN7P14	0.220165
THAP12	UVRAG	0.220162
ESF1	CRNKL1	0.220157
TMEM115	RFT1	0.220154
SCAMP3	MRPL24	0.220151
SIL1	PDSS2	0.22015
MICU1	MCU	0.220147
MAP2K4	UBE2G1	0.220144
ORC6	SHCBP1	0.220133
SDHAF2	NAA38	0.220131
ATRX	YIPF6	0.220128
ITGAE	MAP4K1	0.220121
CDS2	TBC1D20	0.22011
FKBP3	ISCA2	0.220109
RFC1	NELFA	0.220106
PPCDC	FIS1	0.220105
RNF167	PRPF8	0.220089
PHF23	CTDNEP1	0.220076
ZNF708	ZNF253	0.220075
NCAPD2	USP5	0.220074
APH1A	PRUNE1	0.220074
SHQ1	UBA3	0.220071
UEVLD	TMEM9B	0.220065
ZNF613	ZNF615	0.220064
CD86	ITGAX	0.220062
NELFCD	TTI1	0.220058
HTATSF1	BRCC3	0.220054
GYPC	GIMAP8	0.220054
RAB5A	AZI2	0.220053
GNA11	YJU2	0.220053
DROSHA	NADK2	0.220052
DHX38	E2F4	0.220044
RAD54L2	IFRD2	0.22004
RAF1	FANCD2	0.220039
SMUG1	ATOX1	0.220038
THOC1	USP14	0.220035
ZNF671	ITGA4	0.220025
SMIM8	ORC3	0.220023
CASP8AP2	PHIP	0.220021
RTF2	RALY	0.220015
GEMIN2	ISCA2	0.220009
PARP4	XPO4	0.220005
TLR4	DOK2	0.219993
DOCK2	ZEB2	0.21999
FCER1G	TNFAIP8L2	0.219989
RFC3	BRCA2	0.219981
LSG1	WDR53	0.21998
DLAT	CUL5	0.219978
PFDN4	DNTTIP1	0.219973
FARS2	NMRAL1	0.219972
SCAMP3	NDUFS2	0.21997
CFAP97	ING2	0.219969
TRIM5	TRIM22	0.219962
CEP164	PAFAH1B2	0.219961
TSR1	SMCR8	0.219957
RTF2	IFT52	0.219957
BTK	KCNAB2	0.219953
ILKAP	CAPN10	0.219951
LSM7	LMNB2	0.219947
CHEK1	DLAT	0.219947
RAD1	TMEM267	0.219945
TAF4	NCOA6	0.219942
PDAP1	BUD31	0.219942
RPP30	MARCHF5	0.219936
NSMCE1	ZFAS1	0.219933
GLT8D1	TUSC2	0.219932
PHF20	ACTR5	0.219923
COMMD4	EDC3	0.219922
SLC35C2	DDX27	0.219914
DCPS	STT3A	0.219912
DOCK10	FERMT3	0.219892
FLT4	PCDH12	0.219884
ZNF419	ZNF304	0.219883
YEATS2	SENP2	0.219883
PIM2	PIK3R5	0.219881
ACAP1	GPR65	0.219877
REXO1	STK11	0.219869
WIZ	EPS15L1	0.219862
PPP6C	NDUFA8	0.219858
ATP5MC2	C7orf50	0.219858
CEP72	MRPL36	0.219849
DROSHA	MTMR12	0.219846
PPP2R1A	RPS11	0.219843
XAB2	REXO1	0.219837
SNAPIN	C1orf43	0.219837
MTRR	TMEM267	0.219836
HNRNPUL1	DMAC2	0.219834
TMF1	PPP4R2	0.219826
ZUP1	CDC40	0.219824
RAB5A	PDE12	0.219823
MAP2K4	C1QBP	0.219821
ARMC10	FAM185A	0.21982
CSNK2B	BAG6	0.219815
SELPLG	PREX1	0.219814
ST8SIA4	TAGAP	0.219796
APBA3	RANBP3	0.219794
SGSM2	CTC1	0.219788
AKAP11	RNF6	0.219785
GGA3	NUP85	0.219783
SMARCA5	TMEM184C	0.219782
SNRPN	C7orf50	0.219779
RPS7P11	RPS18P5	0.219777
PPP6C	OSTF1	0.219771
SLBP	ZBTB49	0.219769
TBC1D7	ASPSCR1	0.219763
HACL1	LSM3	0.219763
NDUFB7	COPS9	0.219757
PSMD8	SUPT5H	0.219754
ADD1	MED28	0.219754
ZNF302	ZNF260	0.219747
PSMC4	MRPS12	0.219745
AIF1	GPSM3	0.219745
PFDN4	CSTF1	0.219742
HSPA12B	FAM110D	0.219729
CD37	LY86	0.219726
SIL1	COPS9	0.219725
CD86	RAB33A	0.219725
PIM2	SASH3	0.219718
ALOX5AP	MYO1F	0.219714
EIPR1	TRAPPC12	0.219712
CTNNB1	SETD2	0.219707
ELMO2	RNF114	0.219693
SKP2	RICTOR	0.219683
CYTH4	SIGLEC9	0.219683
TNPO3	RBM28	0.21968
GPBP1	CWC27	0.21968
ARFIP2	IPO7	0.21968
ST8SIA4	PTPN7	0.219679
PIMREG	AURKB	0.219679
STT3B	CNOT10	0.219674
AKAP11	DGKH	0.219665
ZPR1	STT3A	0.219664
PDCD10	ZNF639	0.219654
RPRD1B	CPNE1	0.219653
ZZZ3	ZNF644	0.219652
SPRTN	FBXO28	0.219648
PIAS4	EEF2	0.219637
SASH3	MARCHF1	0.219632
LARS2	BRPF1	0.219623
DOK2	GPSM3	0.219623
RBSN	FYCO1	0.21962
UBE2W	UBE2V2	0.219618
ST8SIA4	LAPTM5	0.219605
SCO1	CTDNEP1	0.219603
PRKAR2A	WDR82	0.219603
LSM6	ING2	0.219598
CD33	PLXNC1	0.219591
ZNF189	FAM120AOS	0.219589
ENG	ACVRL1	0.219588
PABIR3	PABIR2	0.219586
SELPLG	ETS1	0.219578
TRAF3IP3	CLEC2D	0.219568
LCP2	LILRB3	0.219568
DGKZ	DGKZP1	0.219566
VHL	RBM15B	0.219562
CINP	NDUFB1	0.219554
UBP1	NR2C2	0.219553
ATOX1	LYRM4	0.21955
APBB1IP	GIMAP8	0.219548
CCDC124	UBA52	0.219539
RACGAP1	PLK1	0.219535
RNF5	BAG6	0.21953
GNL3	PDHB	0.21953
PIM2	IKZF1	0.219529
PGM3	SEC63	0.219528
PRPF6	PIGU	0.219525
PPRC1	PDCD11	0.219524
MTAP	MLLT3	0.219522
PDCD2	NUP43	0.219521
PHRF1	HRAS	0.219519
UTP18	NOL11	0.219518
DPH3	FGD5-AS1	0.219516
TAF12	DNAJC8	0.219512
ZCCHC4	ZBTB49	0.219508
SF3B5	TMEM242	0.219508
LYPLA1	MRPL15	0.219495
PHF23	SENP3	0.219477
RASSF4	IL16	0.219475
SEC62	MYNN	0.219472
GORASP1	EIF1B	0.219469
LPXN	TRPV2	0.219466
RAE1	MRGBP	0.219464
PLCB2	MNDA	0.219463
EAF1	TMF1	0.219462
SRSF10	PNRC2	0.219456
POFUT1	KIF3B	0.219452
RBM7	RNF214	0.219443
SNW1	VIPAS39	0.219442
PES1	MCAT	0.219433
ADNP	SPATA2	0.219428
PLK4	ABHD18	0.219426
PTPN23	UBP1	0.219425
ZNF621	SETD2	0.219412
ZNF408	ATG13	0.219411
ZFP30	ZNF420	0.219411
STAG2	SLC9A6	0.219408
UXT	WDR45	0.219405
LAPTM5	CCR1	0.2194
LSM8	NDUFA5	0.219396
TMEM258	SWI5	0.219387
WDR73	MRPL46	0.219382
ZNF24	ZNF271P	0.219377
PUS3	ZNF202	0.219373
SSBP1	CHCHD3	0.21937
CPEB3	MARCHF5	0.219366
RNF113A	RBMX2	0.219365
RBSN	IFRD2	0.219365
LCORL	HAUS3	0.219363
PIK3R5	GNG2	0.219361
TRPC4AP	CHMP4B	0.219355
PSMA7	RPRD1B	0.219353
ZFP30	ZNF607	0.219339
INPP5K	SMYD4	0.219332
ZNF570	ZNF607	0.219331
BTK	LPXN	0.21933
APPL1	CLASP2	0.219324
PUSL1	AURKAIP1	0.21932
WASL	CAPZA2	0.219312
LIPA	PIK3R5	0.219309
RABEP1	FXR2	0.219307
C5orf22	NADK2	0.219304
MTG2	ZGPAT	0.219302
ATRX	MAGT1	0.219289
KLHL20	PEX19	0.219288
BCAS4	SNRPN	0.219288
GGT5	GASK1B	0.219286
ARFIP2	RIC8A	0.219284
STT3A	VPS26B	0.219283
HNRNPD	NUP54	0.219283
TBC1D17	FIZ1	0.219281
BTK	RASGRP2	0.219281
ZXDC	ZNF148	0.21928
ASH1L	UBAP2L	0.219266
RPL18	RPS16	0.219265
ISCA2	GLRX5	0.219263
BEX3	TCEAL8	0.219249
DCAF1	RPL14	0.219245
GAB3	MNDA	0.219241
NCOR1	PRPF8	0.219238
IP6K2	WDR48	0.219237
DNAJA2	LONP2	0.21923
EMC8	TERF2	0.219228
CAPN7	DHX30	0.219226
RIOK1	RPP40	0.219225
COX10	MAP2K4	0.219219
SEC22C	SETD2	0.219207
TRAF3IP3	CD4	0.219204
IRF8	AIF1	0.219203
UBE2D3	MFSD8	0.219201
CYTH4	TASL	0.219185
CSTF1	SERINC3	0.219184
ATG5	RNGTT	0.219184
RPA3	MMAB	0.219182
LSG1	SENP5	0.219181
XRCC5	TRIP12	0.219175
NISCH	BRPF1	0.219175
FXR2	UBE2G1	0.219175
GCN1	DDX54	0.219173
JAK3	TESPA1	0.219171
GNA11	CSNK1G2	0.219171
EEF1A1P6	EEF1A1P19	0.219169
CD4	ARHGEF6	0.219168
MEF2C	PLXNC1	0.219163
SPCS1	RPL15	0.219151
ELF1	MED4	0.21914
ETS1	FLI1	0.219137
GTF2F1	CLPP	0.219136
ZNF417	ZNF548	0.219132
DHX15	CTBP1	0.219128
MLH1	SEC22C	0.219126
ZNF721	ZNF595	0.219105
HMBOX1	CCAR2	0.219102
SIL1	ALG1L1P	0.219101
STK11	DOHH	0.2191
NUP98	SLC25A22	0.219099
PRKAB1	POC1B-AS1	0.219086
MYO1F	PLEKHO2	0.219086
ZFR	MRPL36	0.219085
SMCR8	NEURL4	0.219065
EEF1A1P12	NPM1P27	0.219064
TESPA1	GIMAP8	0.219055
ARHGAP9	ELMO1	0.219054
KLHL18	DHX30	0.219053
RAD54L2	SMARCC1	0.219051
DERL2	ANKFY1	0.21905
ACAP1	PLCB2	0.219042
GYPC	LAPTM5	0.219041
RBBP5	FBXO28	0.219039
UBA3	CCDC71	0.219036
GZF1	TBC1D20	0.219028
USP19	ZNF619	0.219019
STT3A	PAFAH1B2	0.219019
LY96	PECAM1	0.219018
FMR1	MTM1	0.219015
TIE1	RGS5	0.219014
WAS	ZC3H12D	0.219008
MFNG	GPR65	0.219003
